stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,10.822,2.023,0.000,0,9,2179280923.879,888158605.891,76
refined,21.974,2.023,0.000,0,9,2179280923.879,551474054.070,76
