stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.200,-6.482,-2.829,1.980,1.306,1.630,1.414,-0.605,-1.782,906672054.609,1584,0,0,0.185
norefined,2,-1.249,-6.513,-3.069,1.799,1.208,1.312,1.242,-0.606,-1.909,646186222.904,1584,0,0,0.192
norefined,3,-1.315,-6.512,-3.317,1.614,1.106,0.983,1.095,-0.549,-1.991,477263673.374,1584,0,0,0.202
norefined,4,-1.513,-6.493,-3.513,1.421,0.989,0.678,0.943,-0.493,-2.024,363931358.915,1584,0,0,0.233
norefined,5,-1.329,-6.488,-3.792,1.219,0.896,0.418,0.805,-0.447,-2.034,332543995.805,1584,0,0,0.205
norefined,6,-1.775,-6.478,-3.738,1.116,0.807,0.323,0.690,-0.494,-1.966,343376833.974,1584,0,0,0.274
norefined,7,-1.317,-6.518,-3.922,1.079,0.809,0.291,0.658,-0.502,-1.946,305724912.697,1584,0,0,0.202
norefined,8,-1.763,-6.509,-3.850,0.987,0.724,0.203,0.546,-0.562,-1.869,291624646.042,1584,0,0,0.271
norefined,9,-1.303,-6.549,-4.031,0.949,0.721,0.173,0.516,-0.574,-1.838,281723956.228,1584,0,0,0.199
norefined,10,-1.751,-6.540,-3.948,0.867,0.641,0.088,0.410,-0.640,-1.756,254842646.334,1584,0,0,0.268
refined,11,-1.751,-6.540,-3.948,0.867,0.641,0.088,0.410,-0.640,-1.756,254842646.334,1584,0,0,0.268
refined,12,-0.181,-2.211,-0.979,-0.674,-0.303,-0.118,-1.466,0.708,1.170,675215653.913,1584,0,0,0.082
refined,13,-0.465,-3.305,-1.604,-0.298,0.012,-0.123,-1.063,0.446,0.389,203673332.023,1584,0,0,0.141
refined,14,-0.758,-4.682,-2.145,-0.412,-0.013,-0.249,-0.794,0.190,0.270,153423916.025,1584,0,0,0.162
refined,15,-0.794,-4.473,-2.171,-0.202,0.009,-0.181,-0.636,0.102,0.078,149490181.399,1584,0,0,0.178
refined,16,-0.817,-4.640,-2.223,-0.242,0.042,-0.188,-0.655,0.080,0.070,149361614.033,1584,0,0,0.176
refined,17,-0.818,-4.632,-2.228,-0.230,0.046,-0.185,-0.654,0.076,0.060,149352982.656,1584,0,0,0.177
refined,18,-0.820,-4.644,-2.233,-0.232,0.048,-0.186,-0.655,0.074,0.058,149352379.037,1584,0,0,0.177
refined,19,-0.820,-4.644,-2.233,-0.232,0.048,-0.185,-0.655,0.074,0.058,149352336.181,1584,0,0,0.177
refined,20,-0.820,-4.645,-2.233,-0.232,0.048,-0.185,-0.655,0.074,0.058,149352333.126,1584,0,0,0.177
