stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.265,"[-2.313, -0.217]",1.048,-2.013,0.048
norefined,c,-7.181,"[-12.312, -2.051]",5.131,-2.335,0.023
norefined,s,-2.572,"[-4.512, -0.631]",1.940,-2.211,0.030
norefined,k0,-1.101,"[-2.138, -0.065]",1.036,-1.773,0.081
norefined,k1,0.078,"[-1.082, 1.237]",1.159,0.112,0.911
norefined,k2,0.621,"[-0.591, 1.832]",1.211,0.855,0.396
norefined,k3,-0.142,"[-1.142, 0.858]",1.000,-0.237,0.813
norefined,k4,0.314,"[-0.635, 1.264]",0.949,0.552,0.583
norefined,k5,-0.410,"[-1.813, 0.994]",1.403,-0.487,0.628
refined,tt,-2.125,"[-4.192, -0.057]",2.067,-1.714,0.091
refined,c,-11.628,"[-21.255, -2.001]",9.627,-2.015,0.048
refined,s,-5.500,"[-10.912, -0.089]",5.411,-1.695,0.095
refined,k0,-0.899,"[-2.264, 0.466]",1.365,-1.098,0.276
refined,k1,0.192,"[-1.226, 1.611]",1.419,0.226,0.822
refined,k2,0.885,"[-0.652, 2.422]",1.537,0.960,0.340
refined,k3,-0.523,"[-2.075, 1.03]",1.553,-0.561,0.576
refined,k4,-0.565,"[-1.669, 0.539]",1.104,-0.854,0.396
refined,k5,-1.374,"[-3.876, 1.128]",2.502,-0.916,0.363
