stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.963,-6.004,-4.546,-1.800,0.742,-0.052,1.591,0.590,1.588,2336570052.359,0.493
norefined,2,-2.512,-6.127,-4.649,-1.893,0.737,-0.090,1.610,0.621,1.488,1789794945.763,0.410
norefined,3,-2.037,-6.220,-4.770,-1.895,0.740,-0.096,1.602,0.608,1.502,1324800480.366,0.327
norefined,4,-1.579,-6.322,-4.797,-1.817,0.834,-0.038,1.671,0.688,1.507,1070180107.361,0.250
norefined,5,-1.104,-6.424,-4.774,-1.770,0.920,0.008,1.696,0.698,1.495,869294303.517,0.172
norefined,6,-0.648,-6.504,-4.773,-1.811,0.907,-0.027,1.673,0.582,1.358,1078140678.550,0.100
norefined,7,-1.131,-6.464,-4.766,-1.862,0.868,-0.063,1.631,0.516,1.298,860233985.920,0.175
norefined,8,-0.645,-6.536,-4.761,-1.810,0.925,-0.045,1.659,0.500,1.260,1061085736.358,0.099
norefined,9,-1.129,-6.495,-4.754,-1.858,0.889,-0.080,1.621,0.440,1.201,853556020.239,0.174
norefined,10,-0.646,-6.565,-4.746,-1.792,0.957,-0.055,1.657,0.438,1.175,1048477604.672,0.098
refined,11,-1.129,-6.495,-4.754,-1.858,0.889,-0.080,1.621,0.440,1.201,853556020.239,0.174
refined,12,0.683,3.551,2.520,1.088,-0.234,0.066,-0.297,-0.532,-1.442,11545153417.623,0.192
refined,13,-2.659,-12.718,-9.282,-2.028,1.951,1.797,0.030,2.293,4.976,1373207643.599,0.209
refined,14,7.451,36.351,23.266,0.045,2.545,-3.766,4.925,-7.955,-17.245,12759702445.775,0.205
refined,15,-33.998,-160.944,-123.850,15.530,4.393,40.324,-48.595,63.577,73.915,2514015848.866,0.211
refined,16,-401.047,-6976.719,-820.947,-7385.230,-2352.834,-2774.014,8282.431,-13113.920,9545.413,3363579020.689,0.057
refined,17,-3330.590,-7518.450,-1029.535,-9042.371,-3108.975,-5879.783,6438.805,-13417.147,7820.002,2947369107.194,0.443
refined,18,-3330.590,-7518.450,-1029.535,-9042.371,-3108.975,-5879.783,6438.805,-13417.147,7820.002,2947369107.194,0.443
refined,19,-3330.590,-7518.450,-1029.535,-9042.371,-3108.975,-5879.783,6438.805,-13417.147,7820.002,2947369107.194,0.443
refined,20,-3330.590,-7518.450,-1029.535,-9042.371,-3108.975,-5879.783,6438.805,-13417.147,7820.002,2947369107.194,0.443
