stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.043,-6.839,-3.167,-0.626,0.594,0.671,0.200,0.535,-0.160,832939672.928,0.299
norefined,2,-1.568,-6.903,-3.295,-0.603,0.574,0.707,0.182,0.560,-0.134,328414905.361,0.227
norefined,3,-1.080,-6.971,-3.368,-0.579,0.570,0.718,0.153,0.580,-0.133,228986728.437,0.155
norefined,4,-1.570,-6.924,-3.321,-0.551,0.544,0.681,0.126,0.536,-0.124,320851792.263,0.227
norefined,5,-1.081,-6.992,-3.394,-0.530,0.540,0.695,0.100,0.555,-0.125,222243200.097,0.155
norefined,6,-1.572,-6.944,-3.346,-0.504,0.517,0.658,0.077,0.514,-0.118,314691411.613,0.226
norefined,7,-1.083,-7.011,-3.417,-0.486,0.513,0.673,0.053,0.532,-0.120,216792184.981,0.154
norefined,8,-1.574,-6.962,-3.369,-0.463,0.492,0.637,0.033,0.493,-0.114,309625375.426,0.226
norefined,9,-1.085,-7.030,-3.439,-0.448,0.487,0.653,0.011,0.511,-0.117,212341422.616,0.154
norefined,10,-1.576,-6.980,-3.391,-0.427,0.468,0.618,-0.006,0.473,-0.112,305419625.078,0.226
refined,11,-1.085,-7.030,-3.439,-0.448,0.487,0.653,0.011,0.511,-0.117,212341422.616,0.154
refined,12,-0.853,-4.484,-2.462,-0.291,-0.224,0.041,-0.212,-0.292,0.198,124284710.068,0.190
refined,13,-0.984,-5.529,-2.835,-0.248,-0.070,0.128,-0.303,-0.231,0.070,104407783.273,0.178
refined,14,-1.055,-5.942,-3.043,-0.282,-0.067,0.123,-0.330,-0.238,0.029,103940111.827,0.178
refined,15,-1.072,-6.035,-3.092,-0.302,-0.062,0.124,-0.345,-0.236,0.017,103911343.873,0.178
refined,16,-1.077,-6.057,-3.104,-0.306,-0.062,0.124,-0.349,-0.235,0.014,103909670.602,0.178
refined,17,-1.078,-6.062,-3.107,-0.308,-0.061,0.124,-0.350,-0.235,0.013,103909579.509,0.178
refined,18,-1.078,-6.064,-3.107,-0.308,-0.061,0.124,-0.350,-0.234,0.013,103909574.633,0.178
refined,19,-1.078,-6.064,-3.107,-0.308,-0.061,0.124,-0.350,-0.234,0.013,103909574.372,0.178
refined,20,-1.078,-6.064,-3.107,-0.308,-0.061,0.124,-0.350,-0.234,0.013,103909574.359,0.178
