stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.082,"[-1.604, -0.559]",0.522,-4.133,0.000
norefined,c,-6.990,"[-9.993, -3.987]",3.003,-4.646,0.000
norefined,s,-3.525,"[-5.234, -1.817]",1.709,-4.118,0.000
norefined,k0,-0.365,"[-1.26, 0.53]",0.895,-0.814,0.418
norefined,k1,0.540,"[-0.044, 1.124]",0.584,1.847,0.069
norefined,k2,0.555,"[-0.016, 1.126]",0.571,1.941,0.056
norefined,k3,-0.061,"[-0.69, 0.569]",0.630,-0.193,0.848
norefined,k4,0.625,"[-0.284, 1.533]",0.909,1.371,0.175
norefined,k5,-0.105,"[-0.785, 0.574]",0.679,-0.310,0.758
refined,tt,-1.185,"[-1.629, -0.74]",0.445,-5.320,0.000
refined,c,-6.590,"[-8.952, -4.228]",2.362,-5.568,0.000
refined,s,-3.702,"[-5.149, -2.255]",1.447,-5.107,0.000
refined,k0,-0.439,"[-1.1, 0.223]",0.661,-1.323,0.190
refined,k1,0.140,"[-0.235, 0.514]",0.374,0.745,0.459
refined,k2,0.116,"[-0.36, 0.592]",0.476,0.486,0.628
refined,k3,-0.439,"[-1.007, 0.129]",0.568,-1.544,0.127
refined,k4,0.534,"[-0.161, 1.229]",0.695,1.533,0.130
refined,k5,-0.065,"[-0.541, 0.411]",0.476,-0.272,0.786
