stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.911,"[-1.546, -0.276]",0.635,-2.392,0.020
norefined,c,-7.132,"[-11.294, -2.971]",4.162,-2.858,0.006
norefined,s,-2.880,"[-4.847, -0.912]",1.967,-2.441,0.017
norefined,k0,-1.066,"[-2.216, 0.084]",1.150,-1.546,0.127
norefined,k1,0.008,"[-1.15, 1.166]",1.158,0.011,0.991
norefined,k2,0.441,"[-0.515, 1.396]",0.955,0.769,0.444
norefined,k3,-0.019,"[-1.358, 1.319]",1.338,-0.024,0.981
norefined,k4,0.300,"[-0.593, 1.192]",0.893,0.560,0.578
norefined,k5,-0.463,"[-1.745, 0.82]",1.282,-0.602,0.549
refined,tt,-4.789,"[-9.331, -0.248]",4.541,-1.759,0.083
refined,c,-22.258,"[-41.537, -2.979]",19.279,-1.926,0.058
refined,s,-12.963,"[-24.35, -1.576]",11.387,-1.899,0.062
refined,k0,-0.529,"[-1.88, 0.821]",1.351,-0.654,0.515
refined,k1,-2.765,"[-6.605, 1.075]",3.840,-1.201,0.234
refined,k2,1.841,"[-0.841, 4.523]",2.682,1.145,0.256
refined,k3,1.768,"[-1.065, 4.601]",2.833,1.041,0.302
refined,k4,0.941,"[-0.599, 2.481]",1.540,1.019,0.312
refined,k5,-4.182,"[-9.522, 1.157]",5.340,-1.306,0.196
