stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.319,"[-2.239, -0.399]",0.920,-2.391,0.020
norefined,c,-7.072,"[-11.399, -2.744]",4.328,-2.725,0.008
norefined,s,-2.677,"[-4.41, -0.943]",1.733,-2.576,0.012
norefined,k0,-0.961,"[-1.744, -0.177]",0.783,-2.045,0.045
norefined,k1,0.060,"[-0.864, 0.983]",0.924,0.108,0.915
norefined,k2,0.695,"[-0.326, 1.715]",1.021,1.135,0.260
norefined,k3,0.009,"[-0.783, 0.802]",0.792,0.019,0.985
norefined,k4,0.182,"[-0.587, 0.951]",0.769,0.394,0.695
norefined,k5,-0.446,"[-1.654, 0.762]",1.208,-0.615,0.540
refined,tt,-0.957,"[-1.391, -0.522]",0.434,-3.674,0.000
refined,c,-5.670,"[-7.864, -3.475]",2.195,-4.309,0.000
refined,s,-2.653,"[-3.842, -1.464]",1.189,-3.721,0.000
refined,k0,0.040,"[-0.416, 0.495]",0.456,0.146,0.884
refined,k1,0.109,"[-0.498, 0.716]",0.607,0.300,0.765
refined,k2,0.197,"[-0.283, 0.676]",0.480,0.684,0.496
refined,k3,0.091,"[-0.551, 0.733]",0.642,0.237,0.813
refined,k4,-0.359,"[-0.828, 0.109]",0.468,-1.280,0.205
refined,k5,-0.243,"[-0.944, 0.458]",0.701,-0.578,0.565
