stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.237,-5.057,-4.195,1.843,0.730,1.339,-1.888,0.317,1.333,1380368727.399,0.047
norefined,2,-0.602,-5.120,-4.218,1.699,0.612,1.203,-1.998,0.156,1.188,837519651.894,0.118
norefined,3,-0.791,-5.262,-4.182,1.462,0.415,1.056,-2.110,-0.012,0.999,643710541.891,0.150
norefined,4,-0.583,-5.467,-4.132,1.208,0.231,0.945,-2.131,-0.123,0.802,544276519.935,0.107
norefined,5,-0.917,-5.614,-3.971,1.028,0.116,0.850,-2.163,-0.130,0.614,508037727.996,0.163
norefined,6,-0.512,-5.797,-3.920,0.957,0.088,0.814,-2.039,-0.059,0.466,491660499.693,0.088
norefined,7,-0.974,-5.816,-3.833,0.890,0.043,0.754,-2.058,-0.050,0.333,469626075.436,0.168
norefined,8,-0.535,-5.963,-3.810,0.852,0.034,0.740,-1.930,0.010,0.220,464595181.274,0.090
norefined,9,-1.009,-5.950,-3.748,0.802,-0.005,0.682,-1.939,0.010,0.103,446064691.667,0.170
norefined,10,-0.553,-6.080,-3.736,0.768,-0.014,0.673,-1.820,0.053,0.016,446452526.039,0.091
refined,11,-1.009,-5.950,-3.748,0.802,-0.005,0.682,-1.939,0.010,0.103,446064691.667,0.170
refined,12,-1.143,-7.369,-3.828,-0.362,-0.904,0.410,-0.936,0.390,-0.749,368783377.603,0.155
refined,13,-0.831,-5.758,-2.839,0.195,-0.273,0.096,-0.414,0.018,-0.090,365362035.228,0.144
refined,14,-1.061,-7.264,-3.596,0.044,-0.653,0.041,-0.514,0.356,-0.474,360042955.593,0.146
refined,15,-0.904,-6.196,-3.058,0.163,-0.474,0.062,-0.498,0.161,-0.313,359702215.305,0.146
refined,16,-1.002,-6.863,-3.397,0.066,-0.588,0.064,-0.536,0.295,-0.425,359369180.063,0.146
refined,17,-0.944,-6.463,-3.192,0.119,-0.514,0.068,-0.514,0.215,-0.354,359297077.919,0.146
refined,18,-0.985,-6.743,-3.335,0.078,-0.563,0.068,-0.531,0.272,-0.401,359251042.856,0.146
refined,19,-0.959,-6.566,-3.245,0.102,-0.531,0.069,-0.521,0.236,-0.370,359236078.799,0.146
refined,20,-0.977,-6.686,-3.306,0.085,-0.552,0.069,-0.528,0.260,-0.390,359228317.580,0.146
