link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
LWRLK,0.150,4.000,0.151,1800.000,0,,1800.000,0.151,15,,[],2302,200.000,1,15,0.038,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.709,0.000,0.000,0.111,0.151,0.252,0.000,0.000,0.000,0.071,0.004,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.108,1800.000,0,,1800.000,0.108,25,,[],2313,200.000,2,25,0.045,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.709,0.000,0.000,0.111,0.108,0.417,0.000,0.000,0.000,0.051,0.005,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.259,1800.000,0,,1800.000,0.259,40,449891871.000,[],2204,200.000,4,40,0.173,449891871.000,0.296,0.395,0.317,0.212,37.282,0.488,0.475,0.210,2.835,0.112,0.013,0.475,0.000,0.136,0.709,0.000,1.000,0.222,0.278,0.622,0.180,0.133,0.725,0.008,0.018,1,0,0,1,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.151,1800.000,0,,1800.000,0.151,25,449891877.000,[],2312,200.000,1,25,0.063,449891877.000,0.345,0.421,0.323,0.309,39.146,0.457,0.435,0.161,1.804,0.109,0.012,0.435,0.000,0.136,0.709,0.000,0.000,0.111,0.096,0.656,0.057,0.046,0.693,0.003,0.006,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.303,1800.000,0,,1800.000,0.303,40,449891879.000,[],2206,200.000,3,40,0.202,449891879.000,0.275,0.401,0.301,0.448,37.904,0.548,0.561,0.169,2.062,0.239,0.057,0.561,0.000,0.420,0.683,0.000,0.000,0.111,0.320,0.631,0.245,0.175,0.679,0.010,0.064,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.108,1800.000,0,,1800.000,0.108,25,449891870.000,[],2208,200.000,2,25,0.045,449891870.000,0.301,0.380,0.309,0.382,33.554,0.387,0.386,0.226,2.319,0.118,0.014,0.386,0.000,0.136,0.709,0.000,0.000,0.111,0.080,0.562,0.042,0.028,0.733,0.002,0.005,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2226,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.196,1800.000,0,,1800.000,0.196,40,449891870.000,[],2210,200.000,3,40,0.131,449891870.000,0.301,0.380,0.309,0.382,33.554,0.387,0.386,0.226,2.319,0.118,0.014,0.386,0.000,0.136,0.709,0.000,0.000,0.000,0.234,0.560,0.123,0.080,0.733,0.006,0.014,1,0,1,0,1,0,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2217,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.504,1800.000,0,,1800.000,0.504,40,1626634450.000,[],2223,200.000,2,40,0.336,1626634450.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.448,0.000,0.500,0.333,0.504,0.667,0.000,0.000,0.000,0.239,0.101,1,0,0,1,0,1,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2946,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2227,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.984,1800.000,0,,1800.000,0.984,40,1626719671.000,[],2230,200.000,2,40,0.656,1626719671.000,0.365,0.353,0.284,0.774,34.797,0.366,0.397,0.103,1.031,0.211,0.044,0.397,0.000,0.368,0.388,0.000,0.750,0.111,1.131,0.580,0.613,0.379,0.727,0.025,0.183,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.984,1800.000,0,,1800.000,0.984,40,1626679013.000,[],2229,200.000,2,40,0.656,1626679013.000,0.321,0.368,0.307,0.887,32.311,0.401,0.403,0.239,0.258,0.351,0.124,0.403,0.000,0.368,0.388,0.000,0.750,0.111,1.218,0.539,0.669,0.416,0.751,0.029,0.183,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.135,1800.000,0,,1800.000,0.135,40,1626719671.000,[],2246,200.000,2,40,0.090,1626719671.000,0.365,0.353,0.284,0.774,34.797,0.366,0.397,0.103,1.031,0.211,0.044,0.397,0.000,0.420,0.683,0.000,0.000,0.111,0.155,0.581,0.084,0.052,0.727,0.003,0.029,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4327,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.135,1800.000,0,,1800.000,0.135,40,1626679013.000,[],2231,200.000,2,40,0.090,1626679013.000,0.321,0.368,0.307,0.887,32.311,0.401,0.403,0.239,0.258,0.351,0.124,0.403,0.000,0.420,0.683,0.000,0.000,0.111,0.167,0.539,0.092,0.057,0.751,0.004,0.029,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.110,1800.000,0,,1800.000,0.110,40,1626719671.000,[],2243,200.000,2,40,0.073,1626719671.000,0.365,0.353,0.284,0.774,34.797,0.366,0.397,0.103,1.031,0.211,0.044,0.397,0.000,0.420,0.683,0.000,0.000,0.000,0.126,0.579,0.068,0.042,0.727,0.003,0.023,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.116,1800.000,0,,1800.000,0.116,45,170663431.000,[],2232,200.000,1,45,0.087,170663431.000,0.358,0.435,0.403,0.275,34.175,0.284,0.217,0.096,0.000,0.054,0.003,0.217,0.000,0.642,0.526,0.000,0.000,0.000,0.152,0.572,0.045,0.039,0.837,0.003,0.042,1,0,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.320,1800.000,0,,1800.000,0.320,45,170576493.000,[],2234,200.000,1,45,0.240,170576493.000,0.498,0.444,0.423,0.248,41.010,0.460,0.335,0.100,0.000,0.124,0.015,0.335,0.000,0.642,0.526,0.000,0.000,0.111,0.351,0.684,0.161,0.175,0.859,0.007,0.117,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2235,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.073,1800.000,0,,1800.000,0.073,45,441679173.000,[],2238,200.000,2,45,0.055,441679173.000,0.360,0.444,0.366,0.098,39.768,0.492,0.413,0.228,0.000,0.039,0.001,0.413,0.000,0.642,0.526,0.000,0.000,0.111,0.083,0.663,0.047,0.043,0.743,0.002,0.027,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2861,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.076,1800.000,0,,1800.000,0.076,40,1626679013.000,[],2244,200.000,3,40,0.051,1626679013.000,0.321,0.368,0.307,0.887,32.311,0.401,0.403,0.239,0.258,0.351,0.124,0.403,0.000,0.368,0.388,0.000,0.000,0.111,0.094,0.543,0.052,0.032,0.751,0.002,0.014,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.101,1800.000,0,,1800.000,0.101,40,449891868.000,[],2252,200.000,4,40,0.068,449891868.000,0.331,0.401,0.301,0.467,42.875,0.536,0.548,0.169,2.062,0.273,0.074,0.548,0.000,0.420,0.683,0.000,0.000,0.111,0.095,0.716,0.071,0.058,0.679,0.003,0.022,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.135,1800.000,0,,1800.000,0.135,40,1626761608.000,[],2255,200.000,3,40,0.090,1626761608.000,0.216,0.353,0.284,0.551,25.476,0.372,0.403,0.103,1.031,0.315,0.100,0.403,0.000,0.368,0.388,0.000,0.000,0.111,0.211,0.427,0.116,0.053,0.727,0.006,0.025,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.099,1800.000,0,,1800.000,0.099,40,449891867.000,[],2266,200.000,4,40,0.066,449891867.000,0.305,0.380,0.309,0.499,36.661,0.511,0.510,0.226,2.319,0.218,0.047,0.510,0.000,0.368,0.388,0.000,0.000,0.111,0.108,0.611,0.075,0.053,0.733,0.003,0.018,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.265,1800.000,0,,1800.000,0.265,20,1626679013.000,[],2247,200.000,1,20,0.088,1626679013.000,0.321,0.368,0.307,0.887,32.311,0.401,0.403,0.239,0.258,0.351,0.124,0.403,0.000,0.420,0.683,0.000,0.000,0.000,0.164,0.537,0.090,0.056,0.751,0.004,0.028,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.103,1800.000,0,,1800.000,0.103,40,1626650416.000,[],2257,200.000,2,40,0.068,1626650416.000,0.274,0.368,0.307,0.405,30.447,0.324,0.326,0.239,0.258,0.133,0.017,0.326,0.000,0.368,0.388,0.000,0.000,0.000,0.135,0.504,0.060,0.035,0.751,0.003,0.019,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.119,1800.000,0,,1800.000,0.119,40,1626761608.000,[],2269,200.000,3,40,0.079,1626761608.000,0.216,0.353,0.284,0.551,25.476,0.372,0.403,0.103,1.031,0.315,0.100,0.403,0.000,0.368,0.388,0.000,0.250,0.000,0.186,0.425,0.102,0.046,0.727,0.005,0.022,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.506,1800.000,0,,1800.000,0.506,40,449891866.000,[],2258,200.000,3,40,0.338,449891866.000,0.337,0.384,0.298,0.433,39.146,0.460,0.475,0.162,1.804,0.163,0.027,0.475,0.000,0.448,0.412,0.000,0.250,0.444,0.518,0.653,0.336,0.246,0.700,0.014,0.115,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.124,1800.000,0,,1800.000,0.124,40,441671145.000,[],2260,200.000,2,40,0.083,441671145.000,0.340,0.343,0.324,0.211,38.525,0.576,0.546,0.131,0.000,0.098,0.010,0.546,0.000,0.212,0.479,0.000,0.000,0.000,0.129,0.643,0.096,0.076,0.855,0.003,0.013,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.666,1800.000,0,,1800.000,0.666,40,441671136.000,[],2344,200.000,2,40,0.444,441671136.000,0.401,0.363,0.331,0.091,41.010,0.506,0.470,0.134,0.258,0.033,0.001,0.470,0.000,0.212,0.479,0.000,0.500,0.000,0.650,0.683,0.417,0.355,0.824,0.016,0.072,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.547,1800.000,0,,1800.000,0.547,40,449891864.000,[],2261,200.000,3,40,0.365,449891864.000,0.308,0.401,0.301,0.471,42.875,0.496,0.506,0.169,2.062,0.171,0.029,0.506,0.000,0.212,0.479,0.000,0.750,0.000,0.511,0.714,0.353,0.286,0.679,0.017,0.059,1,0,0,1,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.164,1800.000,0,,1800.000,0.164,40,449891867.000,[],2264,200.000,4,40,0.110,449891867.000,0.305,0.380,0.309,0.499,36.661,0.511,0.510,0.226,2.319,0.218,0.047,0.510,0.000,0.368,0.388,0.000,0.000,0.000,0.179,0.615,0.125,0.089,0.733,0.005,0.031,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.450,1800.000,0,,1800.000,0.450,40,449891868.000,[],2272,200.000,3,40,0.300,449891868.000,0.331,0.401,0.301,0.467,42.875,0.536,0.548,0.169,2.062,0.273,0.074,0.548,0.000,0.368,0.388,0.000,0.000,0.333,0.419,0.716,0.314,0.254,0.679,0.013,0.084,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.366,1800.000,0,,1800.000,0.366,40,449891867.000,[],2274,200.000,3,40,0.244,449891867.000,0.305,0.380,0.309,0.499,36.661,0.511,0.510,0.226,2.319,0.218,0.047,0.510,0.000,0.368,0.388,0.000,0.000,0.333,0.400,0.610,0.279,0.197,0.733,0.011,0.068,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.486,1800.000,0,,1800.000,0.486,25,,[],2276,200.000,1,25,0.202,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.412,0.000,0.000,0.111,0.486,0.416,0.000,0.000,0.000,0.230,0.069,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.840,1800.000,0,,1800.000,0.840,25,,[],2322,200.000,1,25,0.350,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.412,0.000,0.000,0.000,0.840,0.417,0.000,0.000,0.000,0.398,0.119,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.495,1800.000,0,,1800.000,0.495,40,449891869.000,[],2277,200.000,3,40,0.330,449891869.000,0.303,0.401,0.301,0.499,38.525,0.543,0.556,0.169,2.062,0.232,0.054,0.556,0.000,0.448,0.412,0.000,0.000,0.333,0.514,0.642,0.390,0.283,0.679,0.015,0.112,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.091,1800.000,0,,1800.000,0.091,40,449891869.000,[],2281,200.000,5,40,0.060,449891869.000,0.303,0.401,0.301,0.499,38.525,0.543,0.556,0.169,2.062,0.232,0.054,0.556,0.000,0.368,0.388,0.000,0.000,0.111,0.094,0.638,0.071,0.051,0.679,0.003,0.017,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.099,1800.000,0,,1800.000,0.099,40,449891866.000,[],2319,200.000,5,40,0.066,449891866.000,0.337,0.384,0.298,0.433,39.146,0.460,0.475,0.162,1.804,0.163,0.027,0.475,0.000,0.448,0.412,0.000,0.000,0.000,0.101,0.653,0.066,0.048,0.700,0.003,0.022,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.486,1800.000,0,,1800.000,0.486,25,,[],2324,200.000,1,25,0.202,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.412,0.000,0.000,0.111,0.486,0.416,0.000,0.000,0.000,0.230,0.069,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.480,1800.000,0,,1800.000,0.480,25,,[],2331,200.000,1,25,0.200,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.412,0.000,0.000,0.111,0.480,0.417,0.000,0.000,0.000,0.227,0.068,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.154,1800.000,0,,1800.000,0.154,40,441671233.000,[],2282,200.000,2,40,0.103,441671233.000,0.416,0.389,0.334,0.086,40.389,0.420,0.388,0.124,0.000,0.026,0.001,0.388,0.000,0.367,0.553,0.000,0.250,0.222,0.153,0.673,0.081,0.068,0.775,0.003,0.029,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.302,1800.000,0,,1800.000,0.302,40,441671237.000,[],3216,200.000,2,40,0.201,441671237.000,0.400,0.392,0.360,0.091,41.010,0.465,0.397,0.089,0.773,0.026,0.001,0.397,0.000,0.367,0.553,0.000,0.250,0.333,0.295,0.681,0.160,0.148,0.829,0.007,0.056,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.152,1800.000,0,,1800.000,0.152,40,441671230.000,[],2285,200.000,2,40,0.101,441671230.000,0.401,0.392,0.360,0.092,41.010,0.506,0.434,0.089,0.773,0.030,0.001,0.434,0.000,0.367,0.553,0.000,0.000,0.222,0.148,0.682,0.088,0.081,0.829,0.004,0.028,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.153,1800.000,0,,1800.000,0.153,40,441671227.000,[],3231,200.000,2,40,0.102,441671227.000,0.406,0.389,0.334,0.088,40.389,0.439,0.404,0.124,0.000,0.034,0.001,0.404,0.000,0.367,0.553,0.000,0.000,0.000,0.152,0.671,0.084,0.071,0.775,0.004,0.028,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.747,1800.000,0,,1800.000,0.747,25,,[],2287,200.000,1,25,0.311,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.553,0.000,0.000,0.222,0.747,0.416,0.000,0.000,0.000,0.354,0.087,1,0,1,0,0,1,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2335,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.099,1800.000,0,,1800.000,0.099,40,441671230.000,[],2290,200.000,3,40,0.066,441671230.000,0.401,0.392,0.360,0.092,41.010,0.506,0.434,0.089,0.773,0.030,0.001,0.434,0.000,0.367,0.553,0.000,0.250,0.111,0.096,0.688,0.057,0.053,0.829,0.002,0.018,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.484,1800.000,0,,1800.000,0.484,25,,[],2334,200.000,1,25,0.201,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.553,0.000,0.000,0.111,0.484,0.415,0.000,0.000,0.000,0.229,0.056,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.747,1800.000,0,,1800.000,0.747,25,,[],2336,200.000,1,25,0.311,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.553,0.000,0.000,0.222,0.747,0.416,0.000,0.000,0.000,0.354,0.087,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.094,1800.000,0,,1800.000,0.094,40,441671229.000,[],2338,200.000,3,40,0.062,441671229.000,0.386,0.389,0.334,0.096,40.389,0.511,0.470,0.124,0.000,0.042,0.002,0.470,0.000,0.367,0.553,0.000,0.000,0.111,0.093,0.667,0.060,0.050,0.775,0.002,0.017,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.152,1800.000,0,,1800.000,0.152,40,1626650341.000,[],2295,200.000,2,40,0.102,1626650341.000,0.344,0.396,0.315,0.808,32.933,0.310,0.302,0.140,0.258,0.181,0.033,0.302,0.000,0.368,0.502,0.000,0.000,0.111,0.185,0.551,0.076,0.050,0.718,0.004,0.028,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.374,1800.000,0,,1800.000,0.374,40,1626626051.000,[],2298,200.000,2,40,0.249,1626626051.000,0.319,0.382,0.299,0.882,36.040,0.348,0.359,0.140,0.258,0.252,0.063,0.359,0.000,0.368,0.502,0.000,0.250,0.222,0.415,0.600,0.203,0.137,0.706,0.011,0.070,1,0,0,1,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4329,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2953,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.141,1800.000,0,,1800.000,0.141,40,449891878.000,[],2311,200.000,3,40,0.094,449891878.000,0.345,0.401,0.301,0.175,42.875,0.614,0.628,0.169,2.062,0.088,0.008,0.628,0.000,0.420,0.683,0.000,0.000,0.111,0.131,0.718,0.112,0.091,0.679,0.004,0.030,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2947,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2318,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.840,1800.000,0,,1800.000,0.840,25,,[],2323,200.000,1,25,0.350,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.448,0.412,0.000,0.000,0.000,0.840,0.417,0.000,0.000,0.000,0.398,0.119,1,0,1,0,1,0,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4331,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.110,1800.000,0,,1800.000,0.110,40,449891864.000,[],2326,200.000,5,40,0.074,449891864.000,0.308,0.401,0.301,0.471,42.875,0.496,0.506,0.169,2.062,0.171,0.029,0.506,0.000,0.448,0.412,0.000,0.250,0.111,0.103,0.718,0.071,0.058,0.679,0.003,0.025,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.124,1800.000,0,,1800.000,0.124,40,441671144.000,[],2346,200.000,3,40,0.083,441671144.000,0.265,0.363,0.331,0.278,39.146,0.614,0.570,0.134,0.258,0.140,0.019,0.570,0.000,0.212,0.479,0.000,0.000,0.000,0.127,0.654,0.099,0.081,0.824,0.004,0.013,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.105,1800.000,0,,1800.000,0.105,40,449891862.000,[],2352,200.000,5,40,0.070,449891862.000,0.298,0.383,0.294,0.500,42.875,0.554,0.581,0.164,0.773,0.240,0.058,0.581,0.000,0.212,0.479,0.000,0.000,0.000,0.098,0.714,0.078,0.061,0.693,0.003,0.011,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.107,1800.000,0,,1800.000,0.107,40,441671147.000,[],2358,200.000,3,40,0.071,441671147.000,0.288,0.372,0.351,0.254,39.146,0.611,0.536,0.128,0.258,0.135,0.018,0.536,0.000,0.212,0.479,0.000,0.250,0.000,0.109,0.651,0.080,0.069,0.850,0.003,0.011,1,0,0,1,1,0,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4334,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.108,1800.000,0,,1800.000,0.108,40,441671223.000,[],2340,200.000,4,40,0.072,441671223.000,0.341,0.392,0.360,0.101,39.768,0.748,0.639,0.089,0.773,0.078,0.006,0.639,0.000,0.367,0.553,0.000,0.250,0.111,0.108,0.667,0.094,0.085,0.829,0.003,0.020,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.096,1800.000,0,,1800.000,0.096,40,441671221.000,[],2357,200.000,3,40,0.064,441671221.000,0.367,0.392,0.370,0.218,39.768,0.570,0.474,0.162,0.773,0.102,0.011,0.474,0.000,0.343,0.453,0.000,0.000,0.111,0.097,0.660,0.063,0.058,0.852,0.002,0.017,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.099,1800.000,0,,1800.000,0.099,40,441671222.000,[],2363,200.000,3,40,0.066,441671222.000,0.327,0.389,0.373,0.245,37.282,0.527,0.435,0.179,0.000,0.122,0.015,0.435,0.000,0.150,0.371,0.000,0.250,0.000,0.106,0.623,0.063,0.055,0.866,0.003,0.008,1,0,0,1,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.082,1800.000,0,,1800.000,0.082,40,441671224.000,[],2377,200.000,3,40,0.054,441671224.000,0.283,0.368,0.354,0.120,39.146,0.638,0.556,0.191,0.258,0.086,0.008,0.556,0.000,0.150,0.371,0.000,0.000,0.000,0.083,0.651,0.063,0.054,0.868,0.003,0.006,1,0,1,0,1,0,1,0,0,1,0,1
