link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1316.2,1731.4,1471.1,1290.5,1197.4,1327.3,1219.3,1348.6,1228.3,1349.6,1228.3,1230.2,1262.2,1266.0,1260.5,1261.5,1259.3,1259.3,1259.4,1259.0
"(61, 93, '0')",0,,396.0,523.9,558.6,585.3,576.4,590.3,585.2,598.7,590.3,599.9,590.3,549.6,549.8,550.1,551.7,551.7,551.8,551.8,552.0,551.9
"(61, 51, '0')",0,,1183.2,1055.3,1020.6,993.9,1002.9,989.0,994.0,980.5,989.0,979.3,989.0,1029.6,1029.5,1029.1,1027.5,1027.5,1027.4,1027.4,1027.3,1027.3
"(57, 51, '0')",0,,330.3,537.6,443.0,434.8,412.6,446.4,418.3,461.2,429.3,467.5,429.3,499.0,510.9,512.3,513.5,513.6,514.4,514.4,513.8,513.7
"(708, 9, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(319, 9, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(708, 738, '0')",0,,728.0,1099.4,1107.0,1059.7,1026.1,1118.5,1066.5,1165.0,1090.8,1176.3,1090.8,1104.1,1111.8,1113.4,1113.4,1114.2,1114.8,1114.8,1115.2,1115.1
"(708, 733, '0')",0,,794.8,793.1,668.3,584.2,518.9,603.2,548.1,625.6,555.8,630.4,555.8,581.1,599.7,601.0,603.6,603.8,603.9,603.9,603.6,603.4
"(1556, 1731, '0')",0,,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6
"(160, 95, '0')",0,,1384.1,1738.2,1549.4,1451.3,1405.9,1480.4,1412.9,1499.2,1426.6,1501.1,1426.6,1610.6,1647.4,1649.6,1642.8,1643.3,1640.0,1640.0,1639.4,1639.2
"(2, 43, '0')",1,2642.0,1386.8,1856.6,1586.1,1441.3,1386.8,1437.6,1385.4,1451.3,1396.0,1458.1,1396.0,1600.0,1610.5,1613.1,1614.2,1613.7,1615.0,1614.9,1615.5,1615.3
"(99, 43, '0')",1,2981.0,3298.0,2089.4,2767.6,3099.6,3249.8,3102.5,3246.5,3093.5,3233.6,3084.3,3233.6,2981.8,2946.4,2941.6,2936.8,2937.2,2936.2,2936.3,2935.7,2936.1
"(369, 164, '0')",1,1840.0,303.7,418.1,444.7,457.9,469.4,509.0,500.0,538.9,512.1,544.4,512.1,544.1,558.2,558.8,559.4,559.4,556.8,557.0,556.7,556.7
"(669, 164, '0')",1,2101.0,2905.8,2476.8,2417.2,2448.8,2434.5,2360.7,2390.9,2319.4,2358.1,2304.2,2358.1,2267.2,2264.7,2264.2,2267.7,2267.6,2268.7,2268.6,2269.6,2269.7
"(3, 38, '0')",1,2001.0,1056.0,1112.2,1110.5,1141.6,1129.2,1112.0,1079.7,1112.1,1086.9,1124.6,1086.9,1074.7,1078.7,1080.1,1070.4,1070.4,1072.7,1072.4,1072.4,1072.3
"(3, 19, '0')",1,4807.0,4232.4,4106.9,3947.4,3704.0,3568.9,3564.6,3520.1,3517.3,3446.3,3489.1,3446.3,3508.6,3513.4,3513.1,3512.3,3512.4,3510.1,3510.4,3509.9,3509.9
"(4, 465, '0')",0,,5288.4,5219.0,5057.9,4845.6,4698.1,4676.5,4599.8,4629.4,4533.2,4613.7,4533.2,4583.3,4592.2,4593.2,4582.7,4582.8,4582.8,4582.8,4582.2,4582.2
"(361, 412, '0')",1,999.0,1407.0,1807.8,1804.8,1730.2,1720.4,1769.4,1734.4,1783.8,1756.3,1795.4,1756.3,1828.4,1820.4,1820.9,1816.9,1817.0,1818.7,1818.6,1817.5,1817.4
"(205, 412, '0')",1,999.0,3209.5,2894.9,2861.9,2906.7,2903.9,2869.7,2891.0,2858.3,2870.1,2848.6,2870.1,2811.4,2822.9,2822.9,2827.1,2827.1,2825.5,2825.6,2826.4,2826.3
"(473, 4, '0')",1,2364.5,483.4,566.9,745.6,807.5,871.4,842.4,899.6,880.4,919.4,898.2,919.4,917.5,875.8,875.8,870.5,870.4,870.9,870.8,869.6,869.6
"(252, 4, '0')",1,2444.0,4805.0,4652.1,4312.3,4038.1,3826.7,3834.2,3700.1,3749.1,3613.8,3715.4,3613.8,3665.7,3716.3,3717.4,3712.3,3712.4,3711.9,3712.0,3712.7,3712.6
"(5, 519, '0')",0,,304.2,504.6,437.0,396.9,360.0,463.8,427.2,531.4,454.5,539.4,454.5,490.7,505.6,507.4,506.0,506.1,508.0,507.8,509.6,509.5
"(5, 35, '0')",0,,1395.0,1282.0,1240.5,1158.3,1039.6,1198.9,1058.0,1211.0,1074.6,1226.4,1074.6,1364.4,1355.5,1355.8,1357.5,1357.7,1360.3,1360.3,1359.7,1359.6
"(91, 35, '0')",0,,1445.1,1273.4,1067.7,932.1,839.7,961.6,856.4,998.8,868.5,1003.3,868.5,1127.3,1141.6,1143.0,1147.1,1147.2,1148.3,1148.3,1149.2,1149.0
"(510, 35, '0')",0,,1790.6,2064.7,1770.8,1554.4,1464.4,1594.7,1484.4,1631.5,1485.2,1631.7,1485.2,1576.3,1605.2,1608.7,1606.2,1606.2,1608.1,1607.9,1611.5,1611.3
"(6, 539, '0')",0,,1940.4,1969.6,1689.9,1537.7,1410.6,1563.6,1431.3,1583.3,1446.9,1591.3,1446.9,1451.1,1483.5,1486.5,1491.1,1491.4,1497.5,1497.4,1498.0,1497.7
"(166, 539, '0')",0,,1559.4,1681.7,1419.2,1174.0,1005.8,1188.4,1023.5,1215.6,1030.7,1218.6,1030.7,1264.3,1281.3,1284.6,1287.7,1288.0,1287.0,1286.8,1286.3,1286.0
"(557, 539, '0')",0,,1923.3,2166.8,2023.0,1886.2,1764.0,1880.6,1744.0,1864.6,1752.3,1874.2,1752.3,1834.4,1864.9,1868.8,1861.2,1861.5,1858.6,1858.0,1855.9,1855.6
"(6, 17, '0')",0,,2002.3,1924.0,1671.5,1426.3,1252.1,1445.6,1292.2,1487.7,1319.9,1501.2,1319.9,1569.5,1589.6,1592.9,1589.7,1589.9,1593.2,1593.2,1591.4,1591.1
"(213, 17, '0')",0,,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4
"(830, 17, '0')",0,,799.4,1402.8,1276.7,1207.2,1156.2,1248.8,1185.3,1276.3,1209.8,1290.1,1209.8,1063.5,1088.3,1090.4,1092.9,1093.1,1093.9,1093.9,1095.1,1094.9
"(865, 17, '0')",0,,1428.8,1536.3,1471.6,1442.3,1489.4,1536.0,1552.3,1587.3,1570.9,1593.2,1570.9,1530.8,1553.6,1555.3,1562.5,1562.7,1560.4,1560.4,1561.5,1561.3
"(493, 250, '0')",1,2444.0,526.0,1481.2,2001.8,2187.9,2324.8,2415.1,2431.5,2494.0,2498.2,2534.6,2498.2,2581.6,2601.6,2601.9,2586.5,2586.6,2583.8,2583.7,2577.2,2577.2
"(253, 250, '0')",1,2466.4,5308.5,4558.4,3763.2,3397.7,3106.0,3108.4,2960.4,3016.4,2867.0,2972.5,2867.0,2857.8,2863.9,2865.7,2882.5,2882.9,2888.6,2888.6,2895.2,2895.0
"(7, 559, '0')",0,,1530.0,1597.2,1369.4,1257.2,1192.9,1273.3,1193.0,1276.6,1200.8,1277.7,1200.8,1270.4,1295.4,1297.0,1299.2,1298.7,1298.9,1298.9,1298.3,1298.1
"(8, 640, '0')",1,1096.0,3966.5,3182.3,3492.9,3564.1,3600.0,3549.4,3574.4,3527.0,3530.8,3514.3,3530.8,3505.9,3493.4,3491.2,3490.3,3490.1,3489.8,3489.9,3489.3,3489.4
"(105, 82, '0')",0,,129.1,297.7,310.6,308.0,315.2,343.5,324.5,358.9,336.8,363.3,336.8,375.0,373.8,374.3,373.0,373.1,373.1,373.1,372.9,372.9
"(105, 23, '0')",0,,893.1,1152.0,861.6,696.3,613.3,712.8,616.1,722.3,624.8,725.6,624.8,671.8,700.8,703.5,705.1,705.3,706.2,706.1,706.4,706.1
"(62, 23, '0')",0,,742.5,669.8,540.0,473.4,422.2,496.5,441.6,504.9,446.9,508.1,446.9,498.6,506.9,508.3,508.8,508.7,508.8,508.7,507.8,507.7
"(95, 23, '0')",0,,1384.1,1738.2,1549.4,1451.3,1405.9,1480.4,1412.9,1499.2,1426.6,1501.1,1426.6,1610.6,1647.4,1649.6,1642.8,1643.3,1640.0,1640.0,1639.4,1639.2
"(9, 708, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(707, 708, '0')",0,,853.1,864.2,921.5,929.9,907.8,952.7,936.2,977.7,947.3,982.4,947.3,945.0,949.9,949.8,951.7,951.8,951.8,951.8,951.5,951.5
"(737, 708, '0')",0,,1088.3,1446.8,1272.3,1132.5,1055.7,1187.4,1096.9,1231.3,1117.8,1242.9,1117.8,1158.7,1180.1,1183.1,1183.8,1184.7,1185.5,1185.4,1185.8,1185.5
"(9, 1230, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(82, 237, '0')",0,,129.1,297.7,310.6,308.0,315.2,343.5,324.5,358.9,336.8,363.3,336.8,375.0,373.8,374.3,373.0,373.1,373.1,373.1,372.9,372.9
"(144, 237, '0')",0,,1774.5,1605.9,1593.0,1595.6,1588.4,1560.1,1579.0,1544.7,1566.8,1540.3,1566.8,1528.5,1529.8,1529.3,1530.5,1530.5,1530.5,1530.5,1530.7,1530.7
"(62, 144, '0')",0,,232.3,280.5,254.8,228.8,194.4,219.3,199.8,219.6,202.5,221.5,202.5,286.9,291.0,291.1,290.3,290.3,289.4,289.4,289.4,289.4
"(48, 144, '0')",0,,1542.1,1325.4,1338.2,1366.8,1393.9,1340.8,1379.2,1325.1,1364.4,1318.8,1364.4,1241.6,1238.8,1238.2,1240.3,1240.2,1241.1,1241.2,1241.3,1241.4
"(57, 55, '0')",0,,1159.5,1425.1,1138.6,928.9,835.8,970.0,859.3,988.6,868.1,989.7,868.1,1011.5,1048.7,1052.3,1044.1,1045.0,1041.6,1041.6,1041.5,1041.2
"(56, 55, '0')",0,,735.6,732.7,568.7,478.5,401.8,482.9,416.2,485.7,419.3,489.6,419.3,454.5,461.7,463.1,463.8,463.7,464.0,464.0,463.1,462.9
"(93, 55, '0')",0,,396.0,523.9,558.6,585.3,576.4,590.3,585.2,598.7,590.3,599.9,590.3,549.6,549.8,550.1,551.7,551.7,551.8,551.8,552.0,551.9
"(580, 142, '0')",1,2931.0,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2
"(12, 77, '0')",1,111.0,2934.5,2847.0,2808.2,2778.5,2698.9,2739.7,2695.6,2755.8,2689.7,2747.2,2689.7,2730.8,2717.7,2718.2,2718.5,2718.5,2718.9,2718.9,2718.9,2718.9
"(143, 579, '0')",1,2266.0,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6
"(1217, 10, '0')",0,,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6,456.6
"(561, 10, '0')",0,,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5
"(1217, 1196, '0')",0,,309.2,1012.1,762.7,611.5,531.7,645.8,549.5,674.9,570.6,689.4,570.6,590.7,626.5,630.5,634.3,634.6,634.4,634.3,635.2,634.8
"(14, 414, '0')",0,,3094.0,3057.2,2821.5,2592.7,2469.4,2534.7,2436.7,2520.6,2420.1,2512.5,2420.1,2716.0,2731.5,2730.7,2725.4,2725.4,2720.1,2719.8,2719.9,2719.9
"(577, 580, '0')",0,,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2
"(15, 14, '0')",0,,3094.0,3057.2,2821.5,2592.7,2469.4,2534.7,2436.7,2520.6,2420.1,2512.5,2420.1,2716.0,2731.5,2730.7,2725.4,2725.4,2720.1,2719.8,2719.9,2719.9
"(579, 647, '0')",0,,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6,1903.6
"(16, 221, '0')",0,,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1
"(873, 221, '0')",0,,1167.0,1369.4,1238.1,1144.2,1104.9,1190.7,1144.3,1225.6,1173.7,1241.1,1173.7,1130.7,1165.3,1168.6,1174.2,1174.5,1174.4,1174.3,1175.9,1175.6
"(904, 221, '0')",0,,1007.7,1467.0,1492.6,1445.6,1414.0,1445.3,1418.5,1477.0,1446.4,1486.4,1446.4,1295.5,1314.2,1316.8,1329.6,1329.8,1331.2,1331.1,1329.4,1329.2
"(1308, 221, '0')",0,,2194.0,2054.1,1849.6,1689.3,1584.3,1774.4,1625.9,1803.4,1624.7,1805.9,1624.7,1930.5,1946.0,1947.5,1944.6,1944.8,1947.6,1947.5,1952.5,1952.4
"(16, 895, '0')",0,,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3,1695.3
"(111, 895, '0')",0,,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1,1432.1
"(17, 1250, '0')",0,,903.0,1345.7,1376.9,1295.3,1285.7,1393.4,1367.7,1456.6,1399.8,1471.8,1399.8,1397.9,1410.1,1411.9,1408.9,1408.9,1406.8,1406.8,1406.3,1406.2
"(1252, 1250, '0')",0,,50.1,53.0,54.8,56.6,58.5,54.3,53.2,48.5,51.4,48.5,51.4,49.3,48.7,48.7,48.6,48.6,48.6,48.6,48.6,48.6
"(570, 1250, '0')",0,,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5
"(17, 6, '0')",0,,1940.4,1969.6,1689.9,1537.7,1410.6,1563.6,1431.3,1583.3,1446.9,1591.3,1446.9,1451.1,1483.5,1486.5,1491.1,1491.4,1497.5,1497.4,1498.0,1497.7
"(539, 6, '0')",0,,2002.3,1924.0,1671.5,1426.3,1252.1,1445.6,1292.2,1487.7,1319.9,1501.2,1319.9,1569.5,1589.6,1592.9,1589.7,1589.9,1593.2,1593.2,1591.4,1591.1
"(17, 1275, '0')",0,,1359.5,1520.2,1325.3,1215.1,1173.8,1245.7,1203.0,1283.6,1226.3,1293.7,1226.3,1287.1,1310.2,1312.5,1317.5,1317.6,1315.6,1315.6,1316.0,1315.8
"(17, 213, '0')",0,,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1,1285.1
"(847, 213, '0')",0,,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4
"(712, 728, '0')",0,,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9
"(712, 706, '0')",0,,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4
"(703, 706, '0')",0,,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3,1508.3
"(715, 706, '0')",0,,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4,305.4
"(717, 706, '0')",0,,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0
"(729, 712, '0')",0,,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4,555.4
"(706, 712, '0')",0,,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9,342.9
"(70, 147, '0')",1,1926.5,554.3,669.3,620.7,609.5,597.9,633.4,610.3,656.8,623.8,657.0,623.8,719.0,734.6,736.1,736.1,736.2,735.9,735.8,735.9,735.8
