attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.920,"[-1.442, -0.398]",0.522,-2.940,0.005,8.671,ngd,92,275875317.016,0.169,-1.000,0.080,0,0,fn
c,-6.446,"[-9.963, -2.929]",3.517,-3.057,0.003,8.671,ngd,92,275875317.016,0.169,-6.000,-0.446,0,0,fn
s,-2.969,"[-4.526, -1.411]",1.558,-3.179,0.002,8.671,ngd,92,275875317.016,0.169,-3.000,0.031,0,0,fn
k0,-0.542,"[-1.233, 0.149]",0.691,-1.309,0.195,8.671,ngd,92,275875317.016,0.169,0.000,-0.542,0,0,fp
k1,-0.356,"[-1.067, 0.356]",0.712,-0.833,0.408,8.671,ngd,92,275875317.016,0.169,0.000,-0.356,0,0,fp
k2,-0.172,"[-1.036, 0.692]",0.864,-0.332,0.741,8.671,ngd,92,275875317.016,0.169,0.000,-0.172,0,0,fp
k3,0.262,"[-0.327, 0.85]",0.588,0.741,0.461,8.671,ngd,92,275875317.016,0.169,0.000,0.262,0,0,fp
k4,-0.444,"[-1.358, 0.471]",0.914,-0.809,0.421,8.671,ngd,92,275875317.016,0.169,0.000,-0.444,0,0,fp
k5,-0.323,"[-1.054, 0.408]",0.731,-0.737,0.464,8.671,ngd,92,275875317.016,0.169,0.000,-0.323,0,0,fp
vot,0.143,,,,,8.671,ngd,92,275875317.016,0.169,0.167,-0.024,0,0,fn
tt,-0.242,"[-0.614, 0.131]",0.372,-1.083,0.283,8.888,lm,92,1242636011.023,0.359,-1.000,0.758,1,0,fn
c,-6.382,"[-12.718, -0.046]",6.336,-1.680,0.098,8.888,lm,92,1242636011.023,0.359,-6.000,-0.382,0,0,fn
s,-2.379,"[-4.605, -0.153]",2.226,-1.783,0.079,8.888,lm,92,1242636011.023,0.359,-3.000,0.621,0,0,fn
k0,-0.788,"[-2.492, 0.916]",1.704,-0.771,0.443,8.888,lm,92,1242636011.023,0.359,0.000,-0.788,0,0,fp
k1,-0.461,"[-2.409, 1.487]",1.948,-0.395,0.694,8.888,lm,92,1242636011.023,0.359,0.000,-0.461,0,0,fp
k2,-0.221,"[-1.671, 1.229]",1.450,-0.254,0.800,8.888,lm,92,1242636011.023,0.359,0.000,-0.221,0,0,fp
k3,1.204,"[-0.312, 2.72]",1.516,1.325,0.190,8.888,lm,92,1242636011.023,0.359,0.000,1.204,0,0,fp
k4,-1.297,"[-3.619, 1.025]",2.322,-0.932,0.355,8.888,lm,92,1242636011.023,0.359,0.000,-1.297,0,0,fp
k5,-0.967,"[-2.901, 0.967]",1.934,-0.834,0.407,8.888,lm,92,1242636011.023,0.359,0.000,-0.967,0,0,fp
vot,0.038,,,,,8.888,lm,92,1242636011.023,0.359,0.167,-0.129,0,0,fn
tt,-0.840,"[-1.179, -0.501]",0.339,-4.131,0.000,17.595,ngd+lm,92,164702991.208,0.131,-1.000,0.160,0,0,fn
c,-5.470,"[-7.597, -3.342]",2.128,-4.288,0.000,17.595,ngd+lm,92,164702991.208,0.131,-6.000,0.530,0,0,fn
s,-2.408,"[-3.362, -1.454]",0.954,-4.210,0.000,17.595,ngd+lm,92,164702991.208,0.131,-3.000,0.592,0,0,fn
k0,0.029,"[-0.328, 0.387]",0.358,0.137,0.892,17.595,ngd+lm,92,164702991.208,0.131,0.000,0.029,0,0,fp
k1,0.134,"[-0.319, 0.587]",0.453,0.494,0.623,17.595,ngd+lm,92,164702991.208,0.131,0.000,0.134,0,0,fp
k2,-0.736,"[-1.334, -0.138]",0.598,-2.053,0.044,17.595,ngd+lm,92,164702991.208,0.131,0.000,-0.736,0,1,fp
k3,0.137,"[-0.151, 0.425]",0.288,0.794,0.430,17.595,ngd+lm,92,164702991.208,0.131,0.000,0.137,0,0,fp
k4,0.434,"[-0.132, 0.999]",0.565,1.280,0.205,17.595,ngd+lm,92,164702991.208,0.131,0.000,0.434,0,0,fp
k5,-0.071,"[-0.499, 0.357]",0.428,-0.275,0.784,17.595,ngd+lm,92,164702991.208,0.131,0.000,-0.071,0,0,fp
vot,0.154,,,,,17.595,ngd+lm,92,164702991.208,0.131,0.167,-0.013,0,0,fn
