stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.521,"[-3.908, 0.866]",2.387,-1.272,0.208
norefined,c,-7.842,"[-19.74, 4.056]",11.898,-1.316,0.193
norefined,s,-4.624,"[-12.115, 2.867]",7.491,-1.232,0.222
norefined,k0,0.742,"[-1.678, 3.163]",2.420,0.612,0.542
norefined,k1,0.737,"[-1.295, 2.769]",2.032,0.724,0.472
norefined,k2,0.311,"[-0.845, 1.466]",1.156,0.536,0.594
norefined,k3,0.271,"[-1.564, 2.105]",1.834,0.294,0.769
norefined,k4,0.244,"[-0.824, 1.312]",1.068,0.457,0.649
norefined,k5,-1.701,"[-4.796, 1.394]",3.095,-1.097,0.276
refined,tt,-1.521,"[-3.908, 0.866]",2.387,-1.272,0.208
refined,c,-7.842,"[-19.74, 4.056]",11.898,-1.316,0.193
refined,s,-4.624,"[-12.115, 2.867]",7.491,-1.232,0.222
refined,k0,0.742,"[-1.678, 3.163]",2.420,0.612,0.542
refined,k1,0.737,"[-1.295, 2.769]",2.032,0.724,0.472
refined,k2,0.311,"[-0.845, 1.466]",1.156,0.536,0.594
refined,k3,0.271,"[-1.564, 2.105]",1.834,0.294,0.769
refined,k4,0.244,"[-0.824, 1.312]",1.068,0.457,0.649
refined,k5,-1.701,"[-4.796, 1.394]",3.095,-1.097,0.276
