stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.044,-7.787,-4.522,0.867,1.316,0.124,0.998,1.514,-1.730,3054178801.834,1584,0,0,0.006
norefined,2,-0.502,-7.809,-4.536,0.829,1.233,0.047,0.891,1.407,-1.783,1528431761.693,1584,0,0,0.064
norefined,3,-0.959,-7.818,-4.527,0.762,1.163,0.051,0.792,1.272,-1.841,736735342.500,1584,0,0,0.123
norefined,4,-1.368,-7.816,-4.514,0.681,1.060,0.082,0.649,1.071,-1.904,468288002.122,1584,0,0,0.175
norefined,5,-1.402,-7.863,-4.513,0.567,0.852,0.085,0.462,0.694,-2.020,262395750.373,1584,0,0,0.178
norefined,6,-1.540,-7.887,-4.505,0.444,0.633,0.060,0.266,0.347,-2.105,207602499.473,1584,0,0,0.195
norefined,7,-1.429,-7.980,-4.427,0.311,0.411,-0.163,0.158,0.083,-1.946,195995146.577,1584,0,0,0.179
norefined,8,-1.891,-7.924,-4.387,0.251,0.351,-0.239,0.099,0.132,-1.831,259372317.292,1584,0,0,0.239
norefined,9,-1.405,-8.021,-4.410,0.262,0.371,-0.269,0.131,0.094,-1.814,192597962.856,1584,0,0,0.175
norefined,10,-1.877,-7.960,-4.370,0.212,0.327,-0.316,0.072,0.145,-1.718,250697951.351,1584,0,0,0.236
refined,11,-1.405,-8.021,-4.410,0.262,0.371,-0.269,0.131,0.094,-1.814,192597962.856,1584,0,0,0.175
refined,12,-0.333,-2.164,-0.353,-0.681,-0.194,-0.007,-0.442,-0.075,1.036,839572164.583,1584,0,0,0.154
refined,13,-0.591,-3.755,-1.077,-0.898,-0.075,-0.108,-0.508,0.137,0.459,235738954.542,1584,0,0,0.157
refined,14,-0.961,-5.781,-2.209,-0.658,-0.054,-0.237,-0.522,0.177,0.025,159115500.702,1584,0,0,0.166
refined,15,-0.906,-5.302,-2.441,-0.260,-0.015,-0.194,-0.207,0.137,-0.303,150070374.969,1584,0,0,0.171
refined,16,-0.926,-5.446,-2.471,-0.342,-0.026,-0.190,-0.210,0.150,-0.268,149857518.615,1584,0,0,0.170
refined,17,-0.921,-5.419,-2.461,-0.340,-0.026,-0.188,-0.209,0.149,-0.267,149856610.069,1584,0,0,0.170
refined,18,-0.923,-5.428,-2.465,-0.340,-0.026,-0.189,-0.209,0.150,-0.268,149856511.593,1584,0,0,0.170
refined,19,-0.922,-5.424,-2.463,-0.340,-0.026,-0.188,-0.209,0.149,-0.268,149856493.637,1584,0,0,0.170
refined,20,-0.923,-5.426,-2.464,-0.340,-0.026,-0.188,-0.209,0.149,-0.268,149856490.200,1584,0,0,0.170
