stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.096,"[-2.357, 0.165]",1.261,-1.450,0.152
norefined,c,-6.175,"[-12.254, -0.095]",6.079,-1.694,0.095
norefined,s,-4.494,"[-9.381, 0.394]",4.888,-1.533,0.130
norefined,k0,0.047,"[-1.576, 1.671]",1.623,0.049,0.961
norefined,k1,0.245,"[-0.893, 1.382]",1.137,0.359,0.721
norefined,k2,-0.326,"[-1.322, 0.67]",0.996,-0.546,0.587
norefined,k3,0.851,"[-0.629, 2.33]",1.479,0.959,0.341
norefined,k4,-0.039,"[-1.134, 1.055]",1.094,-0.060,0.952
norefined,k5,0.502,"[-0.628, 1.633]",1.130,0.741,0.461
refined,tt,-1.096,"[-2.357, 0.165]",1.261,-1.450,0.152
refined,c,-6.175,"[-12.254, -0.095]",6.079,-1.694,0.095
refined,s,-4.494,"[-9.381, 0.394]",4.888,-1.533,0.130
refined,k0,0.047,"[-1.576, 1.671]",1.623,0.049,0.961
refined,k1,0.245,"[-0.893, 1.382]",1.137,0.359,0.721
refined,k2,-0.326,"[-1.322, 0.67]",0.996,-0.546,0.587
refined,k3,0.851,"[-0.629, 2.33]",1.479,0.959,0.341
refined,k4,-0.039,"[-1.134, 1.055]",1.094,-0.060,0.952
refined,k5,0.502,"[-0.628, 1.633]",1.130,0.741,0.461
