stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.500,-7.666,-4.099,-1.874,1.391,1.330,0.754,-1.091,0.156,908429385.617,0.326
norefined,2,-2.057,-7.794,-4.183,-1.819,1.258,1.247,0.767,-1.088,0.102,550030825.902,0.264
norefined,3,-1.645,-7.951,-4.193,-1.730,1.058,1.183,0.768,-1.089,0.049,394202728.080,0.207
norefined,4,-1.377,-8.099,-4.099,-1.597,0.717,1.229,0.700,-1.012,0.082,302404961.603,0.170
norefined,5,-1.443,-8.197,-3.949,-1.444,0.326,1.306,0.571,-0.901,0.133,202670700.701,0.176
norefined,6,-1.402,-8.314,-3.791,-1.284,-0.062,1.353,0.431,-0.802,0.169,138024103.935,0.169
norefined,7,-1.655,-8.371,-3.654,-1.100,-0.362,1.311,0.290,-0.691,0.247,142448546.793,0.198
norefined,8,-1.190,-8.414,-3.802,-1.086,-0.386,1.219,0.287,-0.709,0.263,149070233.311,0.141
norefined,9,-1.679,-8.371,-3.741,-1.041,-0.400,1.187,0.247,-0.695,0.290,136143177.290,0.201
norefined,10,-1.208,-8.418,-3.876,-1.026,-0.426,1.104,0.241,-0.712,0.304,142933766.521,0.144
refined,11,-1.679,-8.371,-3.741,-1.041,-0.400,1.187,0.247,-0.695,0.290,136143177.290,0.201
refined,12,-1.451,-8.108,-3.942,-0.463,-0.301,0.294,-0.318,-0.290,0.446,94799539.294,0.179
refined,13,-1.661,-9.227,-4.561,-0.260,-0.267,0.207,-0.491,-0.129,0.381,92616575.146,0.180
refined,14,-1.796,-9.985,-4.943,-0.175,-0.266,0.132,-0.587,-0.072,0.404,92217058.587,0.180
refined,15,-1.895,-10.522,-5.207,-0.134,-0.269,0.102,-0.633,-0.055,0.422,92107583.277,0.180
refined,16,-1.955,-10.840,-5.363,-0.118,-0.273,0.085,-0.657,-0.049,0.435,92071715.087,0.180
refined,17,-1.993,-11.036,-5.459,-0.111,-0.277,0.077,-0.671,-0.050,0.444,92058384.499,0.181
refined,18,-2.017,-11.156,-5.518,-0.109,-0.280,0.072,-0.679,-0.051,0.450,92052973.935,0.181
refined,19,-2.032,-11.232,-5.556,-0.108,-0.283,0.070,-0.683,-0.053,0.454,92050657.812,0.181
refined,20,-2.042,-11.281,-5.580,-0.108,-0.285,0.068,-0.686,-0.055,0.457,92049635.571,0.181
