stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.679,"[-2.649, -0.708]",0.970,-3.454,0.001
norefined,c,-8.371,"[-13.216, -3.525]",4.845,-3.448,0.001
norefined,s,-3.741,"[-5.741, -1.741]",2.000,-3.734,0.000
norefined,k0,-1.041,"[-1.819, -0.264]",0.778,-2.672,0.009
norefined,k1,-0.400,"[-1.041, 0.242]",0.642,-1.243,0.218
norefined,k2,1.187,"[0.194, 2.18]",0.993,2.387,0.020
norefined,k3,0.247,"[-0.643, 1.137]",0.890,0.553,0.582
norefined,k4,-0.695,"[-1.877, 0.486]",1.181,-1.175,0.244
norefined,k5,0.290,"[-0.498, 1.079]",0.788,0.735,0.465
refined,tt,-2.042,"[-3.279, -0.805]",1.237,-3.294,0.002
refined,c,-11.281,"[-17.972, -4.59]",6.691,-3.365,0.001
refined,s,-5.580,"[-8.684, -2.477]",3.104,-3.589,0.001
refined,k0,-0.108,"[-0.941, 0.725]",0.833,-0.258,0.797
refined,k1,-0.285,"[-0.93, 0.36]",0.645,-0.882,0.381
refined,k2,0.068,"[-0.748, 0.884]",0.816,0.166,0.869
refined,k3,-0.686,"[-1.619, 0.247]",0.933,-1.467,0.147
refined,k4,-0.055,"[-1.127, 1.017]",1.072,-0.103,0.919
refined,k5,0.457,"[-0.283, 1.197]",0.740,1.232,0.222
