stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,152.655,2.023,0.000,76,0,9,2927877748.486,136143177.290
refined,229.345,2.023,0.000,76,0,9,2927877748.486,92049635.571
