attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.496,"[-2.085, -0.907]",0.589,-4.231,0.000,5.511,ngd,73,271880757.363,0.167,-1.000,-0.496,0,0,fn
c,-7.068,"[-10.023, -4.113]",2.955,-3.985,0.000,5.511,ngd,73,271880757.363,0.167,-6.000,-1.068,0,0,fn
s,-3.946,"[-5.527, -2.365]",1.581,-4.157,0.000,5.511,ngd,73,271880757.363,0.167,-3.000,-0.946,0,0,fn
vot,0.212,,,,,5.511,ngd,73,271880757.363,0.167,0.167,0.045,0,0,fn
tt,-0.888,"[-1.177, -0.6]",0.288,-5.130,0.000,6.040,lm,73,182348121.862,0.136,-1.000,0.112,0,0,fn
c,-5.128,"[-6.793, -3.464]",1.664,-5.133,0.000,6.040,lm,73,182348121.862,0.136,-6.000,0.872,0,0,fn
s,-2.600,"[-3.457, -1.743]",0.857,-5.057,0.000,6.040,lm,73,182348121.862,0.136,-3.000,0.400,0,0,fn
vot,0.173,,,,,6.040,lm,73,182348121.862,0.136,0.167,0.007,0,0,fn
tt,-0.888,"[-1.177, -0.6]",0.288,-5.130,0.000,11.610,ngd+lm,73,182348121.862,0.136,-1.000,0.112,0,0,fn
c,-5.128,"[-6.793, -3.464]",1.664,-5.133,0.000,11.610,ngd+lm,73,182348121.862,0.136,-6.000,0.872,0,0,fn
s,-2.600,"[-3.457, -1.743]",0.857,-5.057,0.000,11.610,ngd+lm,73,182348121.862,0.136,-3.000,0.400,0,0,fn
vot,0.173,,,,,11.610,ngd+lm,73,182348121.862,0.136,0.167,0.007,0,0,fn
