attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.096,"[-1.726, -0.465]",0.631,-2.898,0.005,8.648,ngd,73,310600604.663,0.182,-1.000,-0.096,0,0,fn
c,-7.179,"[-11.034, -3.324]",3.855,-3.106,0.003,8.648,ngd,73,310600604.663,0.182,-6.000,-1.179,0,0,fn
s,-3.021,"[-4.691, -1.352]",1.670,-3.018,0.004,8.648,ngd,73,310600604.663,0.182,-3.000,-0.021,0,0,fn
k0,0.558,"[-0.149, 1.265]",0.707,1.315,0.193,8.648,ngd,73,310600604.663,0.182,0.000,0.558,0,0,fp
k1,0.001,"[-1.074, 1.077]",1.076,0.002,0.998,8.648,ngd,73,310600604.663,0.182,0.000,0.001,0,0,fp
k2,-0.842,"[-1.694, 0.009]",0.852,-1.650,0.104,8.648,ngd,73,310600604.663,0.182,0.000,-0.842,0,0,fp
k3,0.660,"[-0.118, 1.438]",0.778,1.415,0.162,8.648,ngd,73,310600604.663,0.182,0.000,0.660,0,0,fp
k4,-0.615,"[-1.355, 0.125]",0.740,-1.386,0.170,8.648,ngd,73,310600604.663,0.182,0.000,-0.615,0,0,fp
k5,-0.874,"[-1.726, -0.022]",0.852,-1.712,0.092,8.648,ngd,73,310600604.663,0.182,0.000,-0.874,0,1,fp
vot,0.153,,,,,8.648,ngd,73,310600604.663,0.182,0.167,-0.014,0,0,fn
tt,-0.989,"[-1.971, -0.006]",0.983,-1.678,0.098,8.968,lm,73,661728302.833,0.266,-1.000,0.011,0,0,fn
c,-6.934,"[-13.125, -0.743]",6.191,-1.868,0.066,8.968,lm,73,661728302.833,0.266,-6.000,-0.934,0,0,fn
s,-2.375,"[-4.549, -0.2]",2.175,-1.821,0.073,8.968,lm,73,661728302.833,0.266,-3.000,0.625,0,0,fn
k0,1.591,"[-0.259, 3.442]",1.850,1.434,0.156,8.968,lm,73,661728302.833,0.266,0.000,1.591,0,0,fp
k1,-0.648,"[-2.199, 0.903]",1.551,-0.697,0.488,8.968,lm,73,661728302.833,0.266,0.000,-0.648,0,0,fp
k2,-1.673,"[-3.801, 0.455]",2.128,-1.311,0.194,8.968,lm,73,661728302.833,0.266,0.000,-1.673,0,0,fp
k3,1.114,"[-0.365, 2.593]",1.479,1.256,0.213,8.968,lm,73,661728302.833,0.266,0.000,1.114,0,0,fp
k4,-1.657,"[-3.397, 0.083]",1.740,-1.588,0.117,8.968,lm,73,661728302.833,0.266,0.000,-1.657,0,0,fp
k5,-1.388,"[-3.121, 0.345]",1.733,-1.336,0.186,8.968,lm,73,661728302.833,0.266,0.000,-1.388,0,0,fp
vot,0.143,,,,,8.968,lm,73,661728302.833,0.266,0.167,-0.024,0,0,fn
tt,-0.772,"[-1.019, -0.526]",0.247,-5.222,0.000,17.595,ngd+lm,73,161678893.210,0.131,-1.000,0.228,0,0,fn
c,-5.051,"[-6.483, -3.62]",1.431,-5.886,0.000,17.595,ngd+lm,73,161678893.210,0.131,-6.000,0.949,0,0,fn
s,-2.360,"[-3.067, -1.653]",0.707,-5.566,0.000,17.595,ngd+lm,73,161678893.210,0.131,-3.000,0.640,0,0,fn
k0,-0.254,"[-0.583, 0.076]",0.329,-1.285,0.203,17.595,ngd+lm,73,161678893.210,0.131,0.000,-0.254,0,0,fp
k1,-0.295,"[-0.88, 0.291]",0.585,-0.840,0.404,17.595,ngd+lm,73,161678893.210,0.131,0.000,-0.295,0,0,fp
k2,0.367,"[-0.005, 0.738]",0.372,1.645,0.105,17.595,ngd+lm,73,161678893.210,0.131,0.000,0.367,0,0,fp
k3,0.093,"[-0.277, 0.464]",0.371,0.420,0.676,17.595,ngd+lm,73,161678893.210,0.131,0.000,0.093,0,0,fp
k4,-0.063,"[-0.418, 0.292]",0.355,-0.295,0.769,17.595,ngd+lm,73,161678893.210,0.131,0.000,-0.063,0,0,fp
k5,0.498,"[0.049, 0.948]",0.450,1.848,0.069,17.595,ngd+lm,73,161678893.210,0.131,0.000,0.498,0,1,fp
vot,0.153,,,,,17.595,ngd+lm,73,161678893.210,0.131,0.167,-0.014,0,0,fn
