stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.752,"[-1.338, -0.167]",0.585,-2.567,0.013
norefined,c,-5.872,"[-10.427, -1.318]",4.555,-2.573,0.012
norefined,s,-4.791,"[-8.635, -0.948]",3.844,-2.488,0.015
norefined,k0,-0.845,"[-2.138, 0.449]",1.294,-1.304,0.197
norefined,k1,-0.570,"[-1.781, 0.641]",1.211,-0.940,0.351
norefined,k2,1.203,"[-0.107, 2.512]",1.310,1.833,0.071
norefined,k3,-1.338,"[-3.388, 0.712]",2.050,-1.302,0.197
norefined,k4,-0.143,"[-1.458, 1.173]",1.315,-0.216,0.829
norefined,k5,-0.217,"[-0.998, 0.564]",0.781,-0.555,0.581
refined,tt,-1.107,"[-1.558, -0.655]",0.452,-4.891,0.000
refined,c,-6.904,"[-9.74, -4.068]",2.836,-4.859,0.000
refined,s,-3.012,"[-4.157, -1.867]",1.145,-5.251,0.000
refined,k0,0.696,"[-0.106, 1.498]",0.802,1.733,0.088
refined,k1,0.436,"[-0.166, 1.037]",0.601,1.446,0.153
refined,k2,0.149,"[-0.344, 0.642]",0.493,0.602,0.549
refined,k3,0.173,"[-0.323, 0.67]",0.497,0.696,0.489
refined,k4,0.041,"[-0.496, 0.579]",0.538,0.154,0.878
refined,k5,-0.300,"[-0.733, 0.132]",0.432,-1.387,0.170
