stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.771,-5.569,-4.685,-1.321,-0.839,1.765,-1.287,-0.363,-0.796,2420555305.671,-0.138
norefined,2,0.288,-5.584,-4.726,-1.362,-0.878,1.692,-1.335,-0.415,-0.840,1613744514.894,-0.052
norefined,3,-0.207,-5.574,-4.743,-1.393,-0.900,1.657,-1.366,-0.438,-0.835,752929462.913,0.037
norefined,4,-0.704,-5.546,-4.742,-1.406,-0.918,1.643,-1.389,-0.445,-0.811,333999611.889,0.127
norefined,5,-1.188,-5.516,-4.722,-1.375,-0.895,1.610,-1.403,-0.434,-0.700,245353665.868,0.215
norefined,6,-0.787,-5.649,-4.739,-1.330,-0.800,1.415,-1.396,-0.387,-0.556,270114382.606,0.139
norefined,7,-1.269,-5.625,-4.698,-1.300,-0.772,1.367,-1.422,-0.380,-0.455,230167114.806,0.226
norefined,8,-0.803,-5.736,-4.715,-1.288,-0.729,1.251,-1.395,-0.372,-0.392,245607447.298,0.140
norefined,9,-1.287,-5.713,-4.666,-1.260,-0.704,1.202,-1.422,-0.370,-0.300,218241770.972,0.225
norefined,10,-0.812,-5.817,-4.680,-1.258,-0.668,1.106,-1.393,-0.371,-0.258,228239936.443,0.140
refined,11,-1.287,-5.713,-4.666,-1.260,-0.704,1.202,-1.422,-0.370,-0.300,218241770.972,0.225
refined,12,-0.394,-3.508,-0.390,-0.185,1.139,-0.851,0.727,-0.415,0.469,1072924362.592,0.112
refined,13,-0.435,-2.727,-1.117,-0.100,0.221,0.012,-0.066,-0.104,0.233,175710516.079,0.160
refined,14,-0.648,-3.869,-1.789,-0.309,0.163,0.022,-0.087,-0.179,0.230,112658772.622,0.167
refined,15,-0.862,-4.995,-2.448,-0.532,0.106,-0.028,-0.146,-0.186,0.134,98770677.392,0.173
refined,16,-0.961,-5.507,-2.735,-0.610,0.104,-0.068,-0.153,-0.187,0.082,97735488.863,0.174
refined,17,-0.974,-5.580,-2.772,-0.603,0.109,-0.070,-0.154,-0.188,0.075,97714196.511,0.175
refined,18,-0.977,-5.594,-2.778,-0.603,0.109,-0.071,-0.155,-0.188,0.075,97713799.689,0.175
refined,19,-0.977,-5.595,-2.778,-0.603,0.109,-0.071,-0.155,-0.188,0.075,97713791.157,0.175
refined,20,-0.977,-5.596,-2.778,-0.603,0.109,-0.071,-0.155,-0.188,0.075,97713790.967,0.175
