stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.287,"[-2.225, -0.349]",0.938,-2.739,0.008
norefined,c,-5.713,"[-10.243, -1.184]",4.530,-2.518,0.014
norefined,s,-4.666,"[-8.014, -1.318]",3.348,-2.781,0.007
norefined,k0,-1.260,"[-3.39, 0.87]",2.130,-1.180,0.242
norefined,k1,-0.704,"[-2.309, 0.902]",1.605,-0.875,0.385
norefined,k2,1.202,"[0.037, 2.367]",1.165,2.059,0.043
norefined,k3,-1.422,"[-2.934, 0.089]",1.511,-1.879,0.065
norefined,k4,-0.370,"[-1.938, 1.199]",1.568,-0.470,0.640
norefined,k5,-0.300,"[-1.159, 0.558]",0.859,-0.698,0.488
refined,tt,-0.977,"[-1.343, -0.611]",0.366,-5.330,0.000
refined,c,-5.596,"[-7.686, -3.505]",2.090,-5.343,0.000
refined,s,-2.778,"[-3.743, -1.813]",0.965,-5.747,0.000
refined,k0,-0.603,"[-1.29, 0.085]",0.688,-1.750,0.085
refined,k1,0.109,"[-0.405, 0.624]",0.514,0.425,0.672
refined,k2,-0.071,"[-0.567, 0.426]",0.497,-0.284,0.777
refined,k3,-0.155,"[-0.598, 0.289]",0.443,-0.697,0.488
refined,k4,-0.188,"[-0.684, 0.309]",0.496,-0.755,0.453
refined,k5,0.075,"[-0.235, 0.384]",0.310,0.481,0.632
