stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,71.566,2.023,0.000,76,0,9,2807542654.596,264528821.543
refined,179.008,2.023,0.000,76,0,9,2807542654.596,112096341.854
