stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.771,-5.569,-4.685,-1.321,-0.839,1.765,-1.287,-0.363,-0.796,2318257847.770,-0.138
norefined,2,0.287,-5.586,-4.729,-1.352,-0.875,1.693,-1.337,-0.406,-0.842,1543745743.320,-0.051
norefined,3,-0.210,-5.578,-4.750,-1.366,-0.892,1.668,-1.369,-0.411,-0.834,737637935.483,0.038
norefined,4,-0.708,-5.552,-4.751,-1.360,-0.906,1.664,-1.392,-0.400,-0.805,375243858.558,0.128
norefined,5,-1.160,-5.533,-4.754,-1.252,-0.859,1.650,-1.391,-0.329,-0.643,321918502.059,0.210
norefined,6,-0.738,-5.651,-4.805,-1.149,-0.761,1.529,-1.359,-0.249,-0.529,317300449.552,0.131
norefined,7,-1.204,-5.646,-4.776,-1.049,-0.718,1.475,-1.382,-0.204,-0.408,288581485.698,0.213
norefined,8,-0.747,-5.760,-4.812,-0.981,-0.653,1.368,-1.345,-0.172,-0.342,285967490.147,0.130
norefined,9,-1.221,-5.761,-4.764,-0.893,-0.620,1.298,-1.377,-0.151,-0.253,265277013.945,0.212
norefined,10,-0.752,-5.872,-4.791,-0.845,-0.570,1.203,-1.338,-0.143,-0.217,264528821.544,0.128
refined,11,-0.752,-5.872,-4.791,-0.845,-0.570,1.203,-1.338,-0.143,-0.217,264528821.544,0.128
refined,12,-1.087,-6.491,-2.240,1.016,0.583,-0.269,0.380,0.113,-0.340,152916958.821,0.167
refined,13,-1.061,-6.632,-2.760,0.721,0.426,0.111,0.291,0.067,-0.308,112939983.413,0.160
refined,14,-1.090,-6.810,-2.938,0.685,0.427,0.144,0.201,0.057,-0.295,112141546.208,0.160
refined,15,-1.099,-6.861,-2.987,0.691,0.432,0.147,0.180,0.045,-0.297,112099906.944,0.160
refined,16,-1.104,-6.892,-3.005,0.695,0.434,0.148,0.175,0.043,-0.299,112096692.530,0.160
refined,17,-1.106,-6.899,-3.010,0.696,0.435,0.149,0.174,0.042,-0.300,112096378.580,0.160
refined,18,-1.106,-6.903,-3.012,0.696,0.435,0.149,0.173,0.042,-0.300,112096345.747,0.160
refined,19,-1.107,-6.904,-3.012,0.696,0.436,0.149,0.173,0.041,-0.300,112096342.235,0.160
refined,20,-1.107,-6.904,-3.012,0.696,0.436,0.149,0.173,0.041,-0.300,112096341.854,0.160
