stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.731,"[-1.364, -0.098]",0.633,-2.305,0.024
norefined,c,-5.063,"[-8.716, -1.409]",3.653,-2.766,0.007
norefined,s,-2.231,"[-3.68, -0.782]",1.449,-3.074,0.003
norefined,k0,-0.797,"[-1.929, 0.334]",1.131,-1.407,0.164
norefined,k1,-0.306,"[-1.334, 0.723]",1.028,-0.593,0.555
norefined,k2,-1.429,"[-2.883, 0.026]",1.455,-1.960,0.054
norefined,k3,-1.327,"[-2.432, -0.221]",1.105,-2.395,0.019
norefined,k4,-1.115,"[-2.492, 0.263]",1.378,-1.615,0.111
norefined,k5,0.869,"[-0.486, 2.225]",1.356,1.280,0.205
refined,tt,-0.845,"[-1.098, -0.592]",0.253,-6.662,0.000
refined,c,-4.788,"[-6.131, -3.444]",1.343,-7.114,0.000
refined,s,-2.467,"[-3.095, -1.838]",0.628,-7.835,0.000
refined,k0,-0.084,"[-0.467, 0.299]",0.383,-0.437,0.663
refined,k1,0.061,"[-0.296, 0.417]",0.356,0.339,0.735
refined,k2,0.011,"[-0.328, 0.351]",0.340,0.067,0.947
refined,k3,-0.130,"[-0.5, 0.239]",0.370,-0.705,0.484
refined,k4,0.027,"[-0.305, 0.359]",0.332,0.163,0.871
refined,k5,0.011,"[-0.467, 0.488]",0.477,0.045,0.964
