stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.971,-4.899,-1.453,-1.037,-0.274,-1.944,-1.253,-1.184,1.519,3702654305.926,1584,0,0,-0.198
norefined,2,0.495,-4.949,-1.481,-1.082,-0.306,-1.988,-1.307,-1.246,1.423,2072181512.792,1584,0,0,-0.100
norefined,3,0.003,-4.975,-1.498,-1.097,-0.293,-2.008,-1.322,-1.262,1.352,1419658412.572,1584,0,0,-0.001
norefined,4,-0.492,-4.968,-1.495,-1.060,-0.268,-1.997,-1.327,-1.277,1.299,815074378.642,1584,0,0,0.099
norefined,5,-0.972,-4.937,-1.548,-0.979,-0.257,-1.953,-1.310,-1.290,1.218,669371616.066,1584,0,0,0.197
norefined,6,-0.550,-5.013,-1.751,-0.961,-0.281,-1.815,-1.323,-1.241,1.170,695972038.346,1584,0,0,0.110
norefined,7,-1.032,-4.982,-1.772,-0.872,-0.257,-1.772,-1.301,-1.250,1.098,583949129.174,1584,0,0,0.207
norefined,8,-0.594,-5.069,-1.924,-0.862,-0.279,-1.623,-1.314,-1.207,1.056,603664477.636,1584,0,0,0.117
norefined,9,-1.076,-5.039,-1.927,-0.771,-0.248,-1.579,-1.288,-1.212,0.990,512780174.004,1584,0,0,0.214
norefined,10,-0.631,-5.128,-2.055,-0.766,-0.268,-1.426,-1.301,-1.174,0.951,521403503.721,1584,0,0,0.123
refined,11,-1.076,-5.039,-1.927,-0.771,-0.248,-1.579,-1.288,-1.212,0.990,512780174.004,1584,0,0,0.214
refined,12,-0.362,-2.534,-1.523,0.350,0.042,0.752,0.458,0.408,-0.295,517128499.274,1584,0,0,0.143
refined,13,-0.440,-2.867,-1.616,0.070,0.238,0.286,0.027,0.075,0.077,113472683.794,1584,0,0,0.153
refined,14,-0.611,-3.992,-2.105,0.078,0.294,0.165,-0.122,-0.035,0.147,79535441.478,1584,0,0,0.153
refined,15,-0.723,-4.729,-2.385,0.110,0.267,0.067,-0.211,-0.086,0.118,74951877.852,1584,0,0,0.153
refined,16,-0.751,-4.902,-2.450,0.118,0.262,0.039,-0.242,-0.084,0.109,74727182.739,1584,0,0,0.153
refined,17,-0.757,-4.943,-2.466,0.121,0.261,0.035,-0.248,-0.083,0.107,74717141.023,1584,0,0,0.153
refined,18,-0.758,-4.953,-2.470,0.122,0.261,0.034,-0.250,-0.083,0.106,74716650.184,1584,0,0,0.153
refined,19,-0.759,-4.955,-2.471,0.122,0.261,0.034,-0.250,-0.083,0.106,74716624.975,1584,0,0,0.153
refined,20,-0.759,-4.955,-2.472,0.122,0.261,0.034,-0.250,-0.083,0.106,74716623.651,1584,0,0,0.153
