attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.913,"[-1.324, -0.503]",0.411,-3.706,0.000,4.327,ngd,31,290587310.058,0.178,-1.000,0.087,0,0,fn
c,-6.421,"[-9.131, -3.712]",2.710,-3.948,0.000,4.327,ngd,31,290587310.058,0.178,-6.000,-0.421,0,0,fn
s,-3.895,"[-5.639, -2.15]",1.745,-3.719,0.000,4.327,ngd,31,290587310.058,0.178,-3.000,-0.895,0,0,fn
vot,0.142,,,,,4.327,ngd,31,290587310.058,0.178,0.167,-0.024,0,0,fn
tt,0.941,"[-1.593, 3.475]",2.534,0.619,0.538,4.510,lm,31,6524873129.318,0.844,-1.000,1.941,1,0,fn
c,-5.984,"[-22.607, 10.639]",16.623,-0.600,0.551,4.510,lm,31,6524873129.318,0.844,-6.000,0.016,1,0,fn
s,-4.388,"[-16.663, 7.886]",12.274,-0.596,0.553,4.510,lm,31,6524873129.318,0.844,-3.000,-1.388,1,0,fn
vot,-0.157,,,,,4.510,lm,31,6524873129.318,0.844,0.167,-0.324,0,0,fn
tt,-0.803,"[-1.011, -0.594]",0.209,-6.413,0.000,8.821,ngd+lm,31,153468555.664,0.129,-1.000,0.197,0,0,fn
c,-4.999,"[-6.214, -3.784]",1.215,-6.857,0.000,8.821,ngd+lm,31,153468555.664,0.129,-6.000,1.001,0,0,fn
s,-2.327,"[-2.902, -1.751]",0.576,-6.731,0.000,8.821,ngd+lm,31,153468555.664,0.129,-3.000,0.673,0,0,fn
vot,0.161,,,,,8.821,ngd+lm,31,153468555.664,0.129,0.167,-0.006,0,0,fn
