stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,31.735,1.727,0.000,0,9,3344685416.437,635517961.482,76
refined,44.098,1.727,0.000,0,9,3344685416.437,483082454.701,76
