stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.686,"[-3.007, -0.365]",1.321,-2.141,0.037
norefined,c,-7.410,"[-13.636, -1.184]",6.226,-1.996,0.052
norefined,s,-2.141,"[-4.129, -0.152]",1.988,-1.806,0.077
norefined,k0,-1.180,"[-2.719, 0.359]",1.539,-1.286,0.205
norefined,k1,-1.684,"[-3.123, -0.245]",1.439,-1.963,0.055
norefined,k2,0.613,"[-0.448, 1.675]",1.062,0.969,0.337
norefined,k3,0.850,"[-0.244, 1.944]",1.094,1.304,0.199
norefined,k4,0.662,"[-0.399, 1.722]",1.060,1.047,0.300
norefined,k5,-0.977,"[-1.999, 0.046]",1.022,-1.602,0.116
refined,tt,-0.911,"[-1.214, -0.607]",0.304,-5.024,0.000
refined,c,-5.294,"[-7.167, -3.421]",1.873,-4.741,0.000
refined,s,-2.673,"[-3.621, -1.725]",0.948,-4.731,0.000
refined,k0,0.170,"[-0.278, 0.618]",0.448,0.637,0.527
refined,k1,-0.154,"[-0.518, 0.211]",0.364,-0.707,0.483
refined,k2,-0.155,"[-0.464, 0.155]",0.310,-0.838,0.406
refined,k3,-0.055,"[-0.476, 0.366]",0.421,-0.218,0.828
refined,k4,-0.020,"[-0.332, 0.293]",0.312,-0.106,0.916
refined,k5,-0.018,"[-0.321, 0.285]",0.303,-0.100,0.921
