stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,45.743,1.765,0.000,0,9,2332653435.378,243571773.496,57
refined,189.459,1.765,0.000,0,9,2332653435.378,63866931.246,57
