stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.739,-5.294,-3.216,-0.878,0.392,1.722,-0.038,-1.121,-1.572,1393886939.679,0.328
norefined,2,-1.282,-5.369,-3.349,-0.919,0.306,1.657,-0.101,-1.121,-1.559,1073556456.052,0.239
norefined,3,-0.861,-5.433,-3.506,-0.853,0.275,1.620,-0.179,-0.991,-1.437,982173693.945,0.158
norefined,4,-1.164,-5.502,-3.499,-0.756,0.312,1.620,-0.212,-0.775,-1.129,949693750.750,0.212
norefined,5,-0.722,-5.575,-3.569,-0.665,0.337,1.616,-0.258,-0.660,-0.987,983762997.035,0.130
norefined,6,-1.211,-5.572,-3.486,-0.697,0.348,1.585,-0.266,-0.625,-0.956,937287608.363,0.217
norefined,7,-0.734,-5.633,-3.562,-0.639,0.345,1.570,-0.298,-0.569,-0.884,958216899.420,0.130
norefined,8,-1.221,-5.632,-3.470,-0.674,0.357,1.542,-0.304,-0.539,-0.856,929155169.772,0.217
norefined,9,-0.738,-5.689,-3.544,-0.623,0.347,1.526,-0.329,-0.501,-0.801,941708303.995,0.130
norefined,10,-1.225,-5.688,-3.447,-0.658,0.359,1.500,-0.333,-0.473,-0.778,923008732.533,0.215
refined,11,-1.225,-5.688,-3.447,-0.658,0.359,1.500,-0.333,-0.473,-0.778,923008732.533,0.215
refined,12,-0.037,-2.924,-0.673,0.148,0.272,-0.597,1.410,1.164,0.353,2948390776.037,0.013
refined,13,-0.154,0.183,-0.361,0.001,-0.188,0.690,-0.765,-0.292,0.043,1411980910.378,-0.840
refined,14,-0.151,-0.899,-0.607,-0.024,-0.118,0.513,-0.186,0.137,0.200,646006136.146,0.168
refined,15,-0.177,-1.110,-0.675,-0.044,-0.094,0.503,-0.099,0.178,0.183,629551733.027,0.159
refined,16,-0.185,-1.182,-0.702,-0.056,-0.084,0.505,-0.072,0.198,0.164,628130538.946,0.156
refined,17,-0.188,-1.206,-0.711,-0.060,-0.080,0.505,-0.063,0.204,0.157,627966221.375,0.155
refined,18,-0.189,-1.215,-0.714,-0.062,-0.079,0.505,-0.060,0.207,0.155,627945668.906,0.155
refined,19,-0.189,-1.218,-0.715,-0.062,-0.079,0.505,-0.058,0.207,0.154,627943023.669,0.155
refined,20,-0.189,-1.219,-0.716,-0.063,-0.079,0.505,-0.058,0.208,0.154,627942679.698,0.155
