stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.151,"[-1.757, -0.545]",0.606,-3.187,0.003
norefined,c,-7.985,"[-11.88, -4.09]",3.895,-3.439,0.001
norefined,s,-4.168,"[-6.108, -2.228]",1.940,-3.604,0.001
norefined,k0,1.332,"[-0.262, 2.926]",1.594,1.402,0.167
norefined,k1,-0.754,"[-1.482, -0.026]",0.728,-1.738,0.089
norefined,k2,-0.162,"[-0.782, 0.458]",0.620,-0.437,0.664
norefined,k3,-0.198,"[-1.037, 0.64]",0.839,-0.397,0.693
norefined,k4,-0.241,"[-0.951, 0.469]",0.710,-0.570,0.572
norefined,k5,0.249,"[-0.411, 0.909]",0.660,0.632,0.530
refined,tt,-0.762,"[-0.984, -0.54]",0.222,-5.755,0.000
refined,c,-4.992,"[-6.323, -3.66]",1.331,-6.288,0.000
refined,s,-2.310,"[-2.925, -1.696]",0.615,-6.306,0.000
refined,k0,-0.312,"[-0.922, 0.298]",0.610,-0.858,0.395
refined,k1,0.081,"[-0.329, 0.492]",0.411,0.332,0.741
refined,k2,0.015,"[-0.306, 0.335]",0.321,0.077,0.939
refined,k3,-0.209,"[-0.653, 0.234]",0.444,-0.791,0.433
refined,k4,0.091,"[-0.242, 0.424]",0.333,0.460,0.648
refined,k5,0.053,"[-0.303, 0.409]",0.356,0.250,0.804
