stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,92.689,1.857,0.000,0,9,1443196201.982,48485374.639,38
refined,259.466,1.857,0.000,0,9,1443196201.982,17702758.833,38
