stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.773,"[-1.179, -0.367]",0.406,-3.797,0.000
norefined,c,-7.301,"[-11.233, -3.369]",3.932,-3.706,0.000
norefined,s,-3.433,"[-5.257, -1.61]",1.823,-3.758,0.000
norefined,k0,0.835,"[-0.44, 2.111]",1.275,1.307,0.196
norefined,k1,0.314,"[-0.679, 1.308]",0.994,0.631,0.530
norefined,k2,0.289,"[-0.6, 1.177]",0.888,0.649,0.519
norefined,k3,0.654,"[-0.16, 1.468]",0.814,1.605,0.113
norefined,k4,-1.154,"[-2.431, 0.122]",1.276,-1.805,0.076
norefined,k5,0.924,"[-0.115, 1.963]",1.039,1.776,0.080
refined,tt,-0.636,"[-0.904, -0.367]",0.268,-4.728,0.000
refined,c,-4.577,"[-6.4, -2.754]",1.823,-5.011,0.000
refined,s,-2.035,"[-2.923, -1.146]",0.888,-4.571,0.000
refined,k0,-0.084,"[-0.753, 0.586]",0.670,-0.249,0.804
refined,k1,0.105,"[-0.516, 0.726]",0.621,0.337,0.737
refined,k2,0.622,"[0.004, 1.241]",0.619,2.007,0.049
refined,k3,0.271,"[-0.157, 0.7]",0.429,1.264,0.211
refined,k4,-0.254,"[-0.871, 0.363]",0.617,-0.822,0.414
refined,k5,0.355,"[-0.276, 0.986]",0.631,1.123,0.265
