attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.176,"[-2.512, 0.159]",1.336,-1.596,0.142,75,0.250,11742272.254,0.064,-1.000,-0.176,1,0,fn
c,-6.544,"[-13.771, 0.683]",7.227,-1.641,0.132,75,0.250,11742272.254,0.064,-6.000,-0.544,1,0,fn
s,-3.638,"[-7.677, 0.401]",4.039,-1.633,0.134,75,0.250,11742272.254,0.064,-3.000,-0.638,1,0,fn
k0,-0.602,"[-2.656, 1.452]",2.054,-0.531,0.607,75,0.250,11742272.254,0.064,0.000,-0.602,0,0,fp
k1,1.194,"[-1.521, 3.91]",2.715,0.797,0.444,75,0.250,11742272.254,0.064,0.000,1.194,0,0,fp
k2,0.545,"[-0.716, 1.806]",1.261,0.783,0.452,75,0.250,11742272.254,0.064,0.000,0.545,0,0,fp
k3,-0.517,"[-1.434, 0.399]",0.916,-1.023,0.330,75,0.250,11742272.254,0.064,0.000,-0.517,0,0,fp
k4,-0.083,"[-1.345, 1.18]",1.262,-0.119,0.908,75,0.250,11742272.254,0.064,0.000,-0.083,0,0,fp
k5,0.290,"[-1.162, 1.742]",1.452,0.362,0.725,75,0.250,11742272.254,0.064,0.000,0.290,0,0,fp
vot,0.180,,,,,75,0.250,11742272.254,0.064,0.167,0.013,0,0,fn
tt,-0.931,"[-1.278, -0.584]",0.347,-4.555,0.000,75,0.500,22209914.246,0.065,-1.000,0.069,0,0,fn
c,-5.507,"[-7.467, -3.547]",1.960,-4.774,0.000,75,0.500,22209914.246,0.065,-6.000,0.493,0,0,fn
s,-2.796,"[-3.706, -1.886]",0.910,-5.222,0.000,75,0.500,22209914.246,0.065,-3.000,0.204,0,0,fn
k0,0.410,"[-0.134, 0.954]",0.544,1.281,0.210,75,0.500,22209914.246,0.065,0.000,0.410,0,0,fp
k1,0.043,"[-0.506, 0.592]",0.549,0.132,0.896,75,0.500,22209914.246,0.065,0.000,0.043,0,0,fp
k2,-0.020,"[-0.316, 0.276]",0.296,-0.116,0.909,75,0.500,22209914.246,0.065,0.000,-0.020,0,0,fp
k3,-0.108,"[-0.395, 0.178]",0.287,-0.641,0.526,75,0.500,22209914.246,0.065,0.000,-0.108,0,0,fp
k4,0.023,"[-0.341, 0.388]",0.364,0.109,0.914,75,0.500,22209914.246,0.065,0.000,0.023,0,0,fp
k5,0.025,"[-0.409, 0.46]",0.434,0.099,0.922,75,0.500,22209914.246,0.065,0.000,0.025,0,0,fp
vot,0.169,,,,,75,0.500,22209914.246,0.065,0.167,0.002,0,0,fn
tt,-0.963,"[-1.216, -0.711]",0.252,-6.404,0.000,75,0.750,42677123.073,0.076,-1.000,0.037,0,0,fn
c,-5.962,"[-7.632, -4.292]",1.670,-5.988,0.000,75,0.750,42677123.073,0.076,-6.000,0.038,0,0,fn
s,-2.842,"[-3.549, -2.135]",0.707,-6.739,0.000,75,0.750,42677123.073,0.076,-3.000,0.158,0,0,fn
k0,0.304,"[-0.068, 0.677]",0.372,1.372,0.177,75,0.750,42677123.073,0.076,0.000,0.304,0,0,fp
k1,-0.233,"[-0.648, 0.182]",0.415,-0.942,0.351,75,0.750,42677123.073,0.076,0.000,-0.233,0,0,fp
k2,-0.039,"[-0.294, 0.215]",0.255,-0.259,0.797,75,0.750,42677123.073,0.076,0.000,-0.039,0,0,fp
k3,-0.027,"[-0.267, 0.212]",0.239,-0.192,0.848,75,0.750,42677123.073,0.076,0.000,-0.027,0,0,fp
k4,-0.021,"[-0.329, 0.287]",0.308,-0.115,0.909,75,0.750,42677123.073,0.076,0.000,-0.021,0,0,fp
k5,-0.019,"[-0.328, 0.291]",0.310,-0.100,0.921,75,0.750,42677123.073,0.076,0.000,-0.019,0,0,fp
vot,0.162,,,,,75,0.750,42677123.073,0.076,0.167,-0.005,0,0,fn
