stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,93.678,1.765,0.000,0,9,2159935494.946,116347209.106,57
refined,264.592,1.765,0.000,0,9,2159935494.946,42677123.073,57
