attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.998,"[-2.913, -1.083]",0.915,-3.642,0.001,92,0.150,223416113.158,0.151,-1.000,-0.998,0,0,fn
c,-12.262,"[-17.89, -6.634]",5.628,-3.634,0.001,92,0.150,223416113.158,0.151,-6.000,-6.262,0,0,fn
s,-6.198,"[-8.988, -3.408]",2.790,-3.706,0.000,92,0.150,223416113.158,0.151,-3.000,-3.198,0,0,fn
k0,-0.185,"[-1.23, 0.859]",1.045,-0.296,0.768,92,0.150,223416113.158,0.151,0.000,-0.185,0,0,fp
k1,-0.490,"[-1.62, 0.639]",1.130,-0.724,0.472,92,0.150,223416113.158,0.151,0.000,-0.490,0,0,fp
k2,0.941,"[-0.126, 2.008]",1.067,1.472,0.146,92,0.150,223416113.158,0.151,0.000,0.941,0,0,fp
k3,-0.076,"[-1.078, 0.925]",1.002,-0.127,0.899,92,0.150,223416113.158,0.151,0.000,-0.076,0,0,fp
k4,0.866,"[-0.454, 2.186]",1.320,1.095,0.278,92,0.150,223416113.158,0.151,0.000,0.866,0,0,fp
k5,-0.368,"[-1.078, 0.342]",0.710,-0.864,0.391,92,0.150,223416113.158,0.151,0.000,-0.368,0,0,fp
vot,0.163,,,,,92,0.150,223416113.158,0.151,0.167,-0.004,0,0,fn
tt,-0.739,"[-1.087, -0.39]",0.348,-3.537,0.001,92,0.200,293342615.944,0.170,-1.000,0.261,0,0,fn
c,-4.052,"[-6.17, -1.934]",2.118,-3.191,0.002,92,0.200,293342615.944,0.170,-6.000,1.948,0,0,fn
s,-2.652,"[-3.927, -1.377]",1.275,-3.470,0.001,92,0.200,293342615.944,0.170,-3.000,0.348,0,0,fn
k0,0.559,"[-0.016, 1.135]",0.575,1.621,0.110,92,0.200,293342615.944,0.170,0.000,0.559,0,0,fp
k1,0.056,"[-0.594, 0.705]",0.649,0.143,0.886,92,0.200,293342615.944,0.170,0.000,0.056,0,0,fp
k2,0.110,"[-0.529, 0.749]",0.639,0.287,0.775,92,0.200,293342615.944,0.170,0.000,0.110,0,0,fp
k3,-0.009,"[-0.57, 0.553]",0.561,-0.026,0.979,92,0.200,293342615.944,0.170,0.000,-0.009,0,0,fp
k4,-0.400,"[-0.958, 0.158]",0.558,-1.196,0.236,92,0.200,293342615.944,0.170,0.000,-0.400,0,0,fp
k5,-0.067,"[-0.534, 0.4]",0.467,-0.238,0.813,92,0.200,293342615.944,0.170,0.000,-0.067,0,0,fp
vot,0.182,,,,,92,0.200,293342615.944,0.170,0.167,0.016,0,0,fn
tt,-1.929,"[-3.254, -0.604]",1.325,-2.428,0.018,92,0.250,526126929.955,0.226,-1.000,-0.929,0,0,fn
c,-13.282,"[-23.335, -3.23]",10.052,-2.204,0.031,92,0.250,526126929.955,0.226,-6.000,-7.282,0,0,fn
s,-6.519,"[-11.003, -2.035]",4.484,-2.425,0.018,92,0.250,526126929.955,0.226,-3.000,-3.519,0,0,fn
k0,-1.781,"[-4.412, 0.85]",2.631,-1.129,0.263,92,0.250,526126929.955,0.226,0.000,-1.781,0,0,fp
k1,-1.642,"[-3.671, 0.387]",2.029,-1.350,0.182,92,0.250,526126929.955,0.226,0.000,-1.642,0,0,fp
k2,2.694,"[-1.084, 6.472]",3.778,1.189,0.238,92,0.250,526126929.955,0.226,0.000,2.694,0,0,fp
k3,0.120,"[-1.98, 2.221]",2.101,0.096,0.924,92,0.250,526126929.955,0.226,0.000,0.120,0,0,fp
k4,-1.207,"[-4.15, 1.736]",2.943,-0.684,0.496,92,0.250,526126929.955,0.226,0.000,-1.207,0,0,fp
k5,1.031,"[-0.448, 2.51]",1.479,1.163,0.249,92,0.250,526126929.955,0.226,0.000,1.031,0,0,fp
vot,0.145,,,,,92,0.250,526126929.955,0.226,0.167,-0.021,0,0,fn
