stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,49.788,1.727,0.000,76,0,9,3173648111.820,412808379.147
refined,125.554,1.727,0.000,76,0,9,3173648111.820,177641053.236
