stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.436,1.727,0.000,76,0,9,2916170892.357,588633767.929
refined,54.577,1.727,0.000,76,0,9,2916170892.357,350026716.561
