attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.836,"[-3.056, -0.615]",1.221,-2.508,0.015,11.160,ngd,96,359277898.731,0.205,-1.000,-0.836,0,0,fn
c,-7.074,"[-12.034, -2.114]",4.960,-2.379,0.020,11.160,ngd,96,359277898.731,0.205,-6.000,-1.074,0,0,fn
s,-4.989,"[-8.491, -1.487]",3.502,-2.376,0.020,11.160,ngd,96,359277898.731,0.205,-3.000,-1.989,0,0,fn
k0,-0.350,"[-1.424, 0.724]",1.074,-0.544,0.588,11.160,ngd,96,359277898.731,0.205,0.000,-0.350,0,0,fp
k1,-0.050,"[-1.145, 1.045]",1.095,-0.076,0.939,11.160,ngd,96,359277898.731,0.205,0.000,-0.050,0,0,fp
k2,0.003,"[-1.352, 1.357]",1.354,0.003,0.997,11.160,ngd,96,359277898.731,0.205,0.000,0.003,0,0,fp
k3,1.285,"[-0.198, 2.767]",1.482,1.446,0.153,11.160,ngd,96,359277898.731,0.205,0.000,1.285,0,0,fp
k4,-1.073,"[-1.949, -0.197]",0.876,-2.044,0.045,11.160,ngd,96,359277898.731,0.205,0.000,-1.073,0,1,fp
k5,1.118,"[-0.249, 2.486]",1.367,1.364,0.177,11.160,ngd,96,359277898.731,0.205,0.000,1.118,0,0,fp
vot,0.259,,,,,11.160,ngd,96,359277898.731,0.205,0.167,0.093,0,0,fn
tt,-2.284,"[-4.919, 0.352]",2.635,-1.445,0.153,11.812,lm,96,750010388.261,0.296,-1.000,-1.284,1,0,fn
c,-6.779,"[-15.141, 1.584]",8.363,-1.352,0.181,11.812,lm,96,750010388.261,0.296,-6.000,-0.779,1,0,fn
s,-4.989,"[-10.736, 0.758]",5.747,-1.448,0.152,11.812,lm,96,750010388.261,0.296,-3.000,-1.989,1,0,fn
k0,-0.299,"[-2.05, 1.452]",1.751,-0.285,0.777,11.812,lm,96,750010388.261,0.296,0.000,-0.299,0,0,fp
k1,0.106,"[-1.478, 1.691]",1.585,0.112,0.911,11.812,lm,96,750010388.261,0.296,0.000,0.106,0,0,fp
k2,0.257,"[-1.743, 2.257]",2.000,0.214,0.831,11.812,lm,96,750010388.261,0.296,0.000,0.257,0,0,fp
k3,1.647,"[-0.682, 3.976]",2.329,1.180,0.242,11.812,lm,96,750010388.261,0.296,0.000,1.647,0,0,fp
k4,-1.259,"[-3.011, 0.492]",1.752,-1.199,0.235,11.812,lm,96,750010388.261,0.296,0.000,-1.259,0,0,fp
k5,1.210,"[-1.567, 3.987]",2.777,0.727,0.470,11.812,lm,96,750010388.261,0.296,0.000,1.210,0,0,fp
vot,0.337,,,,,11.812,lm,96,750010388.261,0.296,0.167,0.170,0,0,fn
tt,-0.932,"[-1.257, -0.607]",0.325,-4.780,0.000,22.839,ngd+lm,96,182028371.260,0.146,-1.000,0.068,0,0,fn
c,-5.717,"[-7.689, -3.745]",1.972,-4.835,0.000,22.839,ngd+lm,96,182028371.260,0.146,-6.000,0.283,0,0,fn
s,-2.845,"[-3.847, -1.843]",1.002,-4.737,0.000,22.839,ngd+lm,96,182028371.260,0.146,-3.000,0.155,0,0,fn
k0,0.428,"[-0.114, 0.97]",0.542,1.317,0.192,22.839,ngd+lm,96,182028371.260,0.146,0.000,0.428,0,0,fp
k1,0.215,"[-0.259, 0.688]",0.473,0.756,0.452,22.839,ngd+lm,96,182028371.260,0.146,0.000,0.215,0,0,fp
k2,-0.208,"[-0.768, 0.351]",0.559,-0.620,0.537,22.839,ngd+lm,96,182028371.260,0.146,0.000,-0.208,0,0,fp
k3,-0.051,"[-0.574, 0.473]",0.523,-0.162,0.872,22.839,ngd+lm,96,182028371.260,0.146,0.000,-0.051,0,0,fp
k4,0.155,"[-0.279, 0.59]",0.434,0.596,0.553,22.839,ngd+lm,96,182028371.260,0.146,0.000,0.155,0,0,fp
k5,-0.178,"[-0.661, 0.305]",0.483,-0.614,0.542,22.839,ngd+lm,96,182028371.260,0.146,0.000,-0.178,0,0,fp
vot,0.163,,,,,22.839,ngd+lm,96,182028371.260,0.146,0.167,-0.004,0,0,fn
