stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.900,"[-1.668, -0.132]",0.768,-1.954,0.055
norefined,c,-7.860,"[-13.668, -2.051]",5.809,-2.257,0.027
norefined,s,-3.181,"[-5.786, -0.576]",2.605,-2.037,0.046
norefined,k0,0.864,"[-0.241, 1.97]",1.105,1.304,0.197
norefined,k1,1.183,"[-1.072, 3.437]",2.254,0.875,0.385
norefined,k2,-0.362,"[-1.413, 0.689]",1.051,-0.574,0.568
norefined,k3,-0.719,"[-2.047, 0.608]",1.327,-0.904,0.369
norefined,k4,0.095,"[-1.862, 2.052]",1.957,0.081,0.936
norefined,k5,-0.903,"[-2.454, 0.648]",1.551,-0.971,0.335
refined,tt,-0.690,"[-1.053, -0.327]",0.363,-3.168,0.002
refined,c,-4.624,"[-6.673, -2.574]",2.050,-3.763,0.000
refined,s,-2.331,"[-3.544, -1.117]",1.214,-3.203,0.002
refined,k0,0.267,"[-0.216, 0.751]",0.484,0.922,0.360
refined,k1,0.211,"[-0.586, 1.009]",0.798,0.442,0.660
refined,k2,0.177,"[-0.412, 0.765]",0.588,0.501,0.618
refined,k3,-0.303,"[-0.964, 0.357]",0.660,-0.767,0.446
refined,k4,-0.483,"[-1.428, 0.462]",0.945,-0.853,0.397
refined,k5,-0.510,"[-1.183, 0.163]",0.673,-1.265,0.210
