stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.782,"[-1.244, -0.32]",0.462,-3.377,0.001
norefined,c,-5.841,"[-8.803, -2.878]",2.963,-3.935,0.000
norefined,s,-3.011,"[-4.683, -1.339]",1.672,-3.595,0.001
norefined,k0,0.402,"[-0.719, 1.524]",1.122,0.716,0.476
norefined,k1,-0.092,"[-0.889, 0.705]",0.797,-0.231,0.818
norefined,k2,-1.062,"[-2.123, 0.0]",1.062,-1.996,0.050
norefined,k3,1.702,"[0.124, 3.28]",1.578,2.153,0.035
norefined,k4,-0.521,"[-1.66, 0.617]",1.138,-0.914,0.364
norefined,k5,0.043,"[-0.736, 0.822]",0.779,0.111,0.912
refined,tt,-0.935,"[-1.299, -0.571]",0.364,-5.125,0.000
refined,c,-5.684,"[-7.754, -3.614]",2.070,-5.480,0.000
refined,s,-3.035,"[-4.245, -1.826]",1.210,-5.008,0.000
refined,k0,0.097,"[-0.599, 0.793]",0.696,0.278,0.782
refined,k1,0.024,"[-0.444, 0.491]",0.468,0.102,0.919
refined,k2,0.218,"[-0.353, 0.79]",0.571,0.764,0.448
refined,k3,-0.546,"[-1.22, 0.127]",0.673,-1.619,0.110
refined,k4,0.356,"[-0.335, 1.047]",0.691,1.028,0.308
refined,k5,0.217,"[-0.164, 0.597]",0.381,1.136,0.260
