stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.216,"[-1.798, -0.633]",0.582,-4.168,0.000
norefined,c,-5.776,"[-8.549, -3.003]",2.773,-4.158,0.000
norefined,s,-2.856,"[-4.417, -1.296]",1.561,-3.653,0.001
norefined,k0,0.190,"[-0.691, 1.07]",0.880,0.430,0.669
norefined,k1,0.059,"[-0.689, 0.808]",0.748,0.159,0.874
norefined,k2,-1.075,"[-1.914, -0.236]",0.839,-2.557,0.013
norefined,k3,1.918,"[0.55, 3.286]",1.368,2.798,0.007
norefined,k4,-0.693,"[-1.602, 0.217]",0.909,-1.521,0.133
norefined,k5,-0.047,"[-0.697, 0.603]",0.650,-0.145,0.885
refined,tt,-1.145,"[-1.526, -0.763]",0.382,-5.987,0.000
refined,c,-6.700,"[-8.718, -4.682]",2.018,-6.626,0.000
refined,s,-3.362,"[-4.541, -2.183]",1.179,-5.692,0.000
refined,k0,-0.636,"[-1.352, 0.08]",0.716,-1.774,0.081
refined,k1,0.078,"[-0.427, 0.583]",0.505,0.308,0.759
refined,k2,-0.471,"[-1.038, 0.097]",0.568,-1.655,0.103
refined,k3,0.627,"[-0.032, 1.286]",0.659,1.899,0.062
refined,k4,0.118,"[-0.557, 0.793]",0.675,0.348,0.729
refined,k5,0.045,"[-0.338, 0.427]",0.383,0.232,0.817
