stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.768,"[-1.2, -0.335]",0.432,-3.544,0.001
norefined,c,-5.791,"[-8.579, -3.003]",2.788,-4.145,0.000
norefined,s,-3.070,"[-4.647, -1.492]",1.577,-3.885,0.000
norefined,k0,0.436,"[-0.649, 1.522]",1.085,0.802,0.425
norefined,k1,0.137,"[-0.612, 0.887]",0.749,0.366,0.716
norefined,k2,-1.180,"[-2.251, -0.109]",1.071,-2.200,0.031
norefined,k3,1.865,"[0.283, 3.447]",1.582,2.353,0.022
norefined,k4,-0.702,"[-1.843, 0.439]",1.141,-1.228,0.224
norefined,k5,-0.141,"[-0.936, 0.655]",0.796,-0.352,0.726
refined,tt,-1.243,"[-1.744, -0.742]",0.501,-4.951,0.000
refined,c,-7.682,"[-10.512, -4.852]",2.830,-5.418,0.000
refined,s,-3.999,"[-5.678, -2.319]",1.680,-4.752,0.000
refined,k0,0.183,"[-0.656, 1.023]",0.840,0.436,0.664
refined,k1,0.249,"[-0.271, 0.769]",0.520,0.956,0.343
refined,k2,-0.055,"[-0.657, 0.548]",0.602,-0.181,0.857
refined,k3,-0.216,"[-0.901, 0.468]",0.684,-0.631,0.530
refined,k4,-0.090,"[-0.876, 0.695]",0.785,-0.230,0.819
refined,k5,0.226,"[-0.142, 0.594]",0.368,1.226,0.224
