stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.339,1.727,0.000,76,0,9,3464261319.507,431381759.018
refined,71.488,1.727,0.000,76,0,9,3464261319.507,326727449.543
