stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,89.473,1.727,0.000,76,0,9,3389534111.009,260357730.967
refined,120.204,1.727,0.000,76,0,9,3389534111.009,197676540.905
