attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.113,"[-1.575, -0.65]",0.462,-4.010,0.000,4.999,ngd,55,204056698.739,0.146,-1.000,-0.113,0,0,fn
c,-7.128,"[-9.897, -4.359]",2.769,-4.288,0.000,4.999,ngd,55,204056698.739,0.146,-6.000,-1.128,0,0,fn
s,-3.571,"[-5.063, -2.078]",1.492,-3.986,0.000,4.999,ngd,55,204056698.739,0.146,-3.000,-0.571,0,0,fn
vot,0.156,,,,,4.999,ngd,55,204056698.739,0.146,0.167,-0.011,0,0,fn
tt,0.891,"[-0.624, 2.407]",1.516,0.980,0.330,5.250,lm,55,4126461867.236,0.654,-1.000,1.891,1,0,fn
c,-7.052,"[-17.747, 3.642]",10.694,-1.099,0.276,5.250,lm,55,4126461867.236,0.654,-6.000,-1.052,1,0,fn
s,-3.530,"[-9.765, 2.705]",6.235,-0.943,0.349,5.250,lm,55,4126461867.236,0.654,-3.000,-0.530,1,0,fn
vot,-0.126,,,,,5.250,lm,55,4126461867.236,0.654,0.167,-0.293,0,0,fn
tt,-1.320,"[-1.906, -0.734]",0.586,-3.753,0.000,10.238,ngd+lm,55,199350888.846,0.144,-1.000,-0.320,0,0,fn
c,-7.979,"[-11.341, -4.616]",3.363,-3.953,0.000,10.238,ngd+lm,55,199350888.846,0.144,-6.000,-1.979,0,0,fn
s,-4.014,"[-5.784, -2.243]",1.771,-3.776,0.000,10.238,ngd+lm,55,199350888.846,0.144,-3.000,-1.014,0,0,fn
vot,0.165,,,,,10.238,ngd+lm,55,199350888.846,0.144,0.167,-0.001,0,0,fn
