attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.144,"[-1.916, -0.373]",0.772,-2.688,0.023,19,0.250,7296915.862,0.057,-1.000,-0.144,0,0,fn
c,-8.232,"[-14.189, -2.276]",5.956,-2.505,0.031,19,0.250,7296915.862,0.057,-6.000,-2.232,0,0,fn
s,-4.814,"[-8.102, -1.525]",3.289,-2.653,0.024,19,0.250,7296915.862,0.057,-3.000,-1.814,0,0,fn
k0,-0.402,"[-1.436, 0.631]",1.033,-0.706,0.497,19,0.250,7296915.862,0.057,0.000,-0.402,0,0,fp
k1,-1.432,"[-3.28, 0.417]",1.848,-1.404,0.191,19,0.250,7296915.862,0.057,0.000,-1.432,0,0,fp
k2,0.916,"[-0.664, 2.497]",1.581,1.051,0.318,19,0.250,7296915.862,0.057,0.000,0.916,0,0,fp
k3,1.128,"[-0.552, 2.807]",1.680,1.217,0.252,19,0.250,7296915.862,0.057,0.000,1.128,0,0,fp
k4,0.141,"[-0.678, 0.961]",0.820,0.312,0.761,19,0.250,7296915.862,0.057,0.000,0.141,0,0,fp
k5,-0.249,"[-1.879, 1.381]",1.630,-0.277,0.787,19,0.250,7296915.862,0.057,0.000,-0.249,0,0,fp
vot,0.139,,,,,19,0.250,7296915.862,0.057,0.167,-0.028,0,0,fn
tt,-1.063,"[-1.458, -0.667]",0.396,-4.565,0.000,19,0.500,18462007.831,0.064,-1.000,-0.063,0,0,fn
c,-6.826,"[-9.207, -4.444]",2.382,-4.870,0.000,19,0.500,18462007.831,0.064,-6.000,-0.826,0,0,fn
s,-3.278,"[-4.456, -2.099]",1.178,-4.725,0.000,19,0.500,18462007.831,0.064,-3.000,-0.278,0,0,fn
k0,0.340,"[-0.131, 0.81]",0.470,1.228,0.229,19,0.500,18462007.831,0.064,0.000,0.340,0,0,fp
k1,-0.042,"[-0.653, 0.568]",0.610,-0.118,0.907,19,0.500,18462007.831,0.064,0.000,-0.042,0,0,fp
k2,-0.675,"[-1.234, -0.116]",0.559,-2.051,0.049,19,0.500,18462007.831,0.064,0.000,-0.675,0,1,fp
k3,0.439,"[-0.174, 1.052]",0.613,1.218,0.233,19,0.500,18462007.831,0.064,0.000,0.439,0,0,fp
k4,0.124,"[-0.301, 0.55]",0.426,0.497,0.623,19,0.500,18462007.831,0.064,0.000,0.124,0,0,fp
k5,0.406,"[-0.272, 1.083]",0.677,1.018,0.317,19,0.500,18462007.831,0.064,0.000,0.406,0,0,fp
vot,0.156,,,,,19,0.500,18462007.831,0.064,0.167,-0.011,0,0,fn
tt,-0.821,"[-1.138, -0.503]",0.318,-4.334,0.000,19,0.750,59950662.706,0.090,-1.000,0.179,0,0,fn
c,-5.427,"[-7.294, -3.561]",1.866,-4.877,0.000,19,0.750,59950662.706,0.090,-6.000,0.573,0,0,fn
s,-2.482,"[-3.456, -1.509]",0.973,-4.277,0.000,19,0.750,59950662.706,0.090,-3.000,0.518,0,0,fn
k0,0.204,"[-0.159, 0.566]",0.362,0.942,0.351,19,0.750,59950662.706,0.090,0.000,0.204,0,0,fp
k1,0.071,"[-0.373, 0.516]",0.444,0.269,0.789,19,0.750,59950662.706,0.090,0.000,0.071,0,0,fp
k2,-0.216,"[-0.623, 0.191]",0.407,-0.888,0.379,19,0.750,59950662.706,0.090,0.000,-0.216,0,0,fp
k3,0.203,"[-0.272, 0.677]",0.474,0.716,0.477,19,0.750,59950662.706,0.090,0.000,0.203,0,0,fp
k4,0.063,"[-0.322, 0.448]",0.385,0.274,0.785,19,0.750,59950662.706,0.090,0.000,0.063,0,0,fp
k5,0.509,"[0.024, 0.994]",0.485,1.759,0.085,19,0.750,59950662.706,0.090,0.000,0.509,0,1,fp
vot,0.151,,,,,19,0.750,59950662.706,0.090,0.167,-0.015,0,0,fn
