attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.865,"[-1.143, -0.586]",0.279,-6.192,0.000,12,0.150,120752647.724,0.111,-1.000,0.135,0,0,fn
c,-5.261,"[-6.955, -3.566]",1.694,-6.197,0.000,12,0.150,120752647.724,0.111,-6.000,0.739,0,0,fn
s,-2.651,"[-3.476, -1.825]",0.826,-6.409,0.000,12,0.150,120752647.724,0.111,-3.000,0.349,0,0,fn
k0,0.318,"[-0.161, 0.797]",0.479,1.326,0.189,12,0.150,120752647.724,0.111,0.000,0.318,0,0,fp
k1,-0.573,"[-1.197, 0.051]",0.624,-1.834,0.071,12,0.150,120752647.724,0.111,0.000,-0.573,0,1,fp
k2,0.100,"[-0.39, 0.59]",0.490,0.406,0.686,12,0.150,120752647.724,0.111,0.000,0.100,0,0,fp
k3,0.716,"[0.124, 1.308]",0.592,2.414,0.018,12,0.150,120752647.724,0.111,0.000,0.716,0,1,fp
k4,-0.560,"[-1.1, -0.02]",0.540,-2.072,0.042,12,0.150,120752647.724,0.111,0.000,-0.560,0,1,fp
k5,-0.190,"[-0.659, 0.278]",0.469,-0.810,0.421,12,0.150,120752647.724,0.111,0.000,-0.190,0,0,fp
vot,0.164,,,,,12,0.150,120752647.724,0.111,0.167,-0.002,0,0,fn
tt,-1.160,"[-1.583, -0.738]",0.422,-5.485,0.000,12,0.200,105303785.966,0.102,-1.000,-0.160,0,0,fn
c,-7.236,"[-10.013, -4.459]",2.777,-5.201,0.000,12,0.200,105303785.966,0.102,-6.000,-1.236,0,0,fn
s,-3.256,"[-4.423, -2.089]",1.167,-5.568,0.000,12,0.200,105303785.966,0.102,-3.000,-0.256,0,0,fn
k0,0.195,"[-0.328, 0.717]",0.522,0.744,0.459,12,0.200,105303785.966,0.102,0.000,0.195,0,0,fp
k1,0.016,"[-0.575, 0.607]",0.591,0.054,0.957,12,0.200,105303785.966,0.102,0.000,0.016,0,0,fp
k2,0.164,"[-0.384, 0.711]",0.548,0.597,0.553,12,0.200,105303785.966,0.102,0.000,0.164,0,0,fp
k3,-0.251,"[-0.963, 0.461]",0.712,-0.704,0.484,12,0.200,105303785.966,0.102,0.000,-0.251,0,0,fp
k4,0.022,"[-0.539, 0.583]",0.561,0.078,0.938,12,0.200,105303785.966,0.102,0.000,0.022,0,0,fp
k5,0.098,"[-0.41, 0.607]",0.508,0.386,0.701,12,0.200,105303785.966,0.102,0.000,0.098,0,0,fp
vot,0.160,,,,,12,0.200,105303785.966,0.102,0.167,-0.006,0,0,fn
tt,-1.084,"[-1.481, -0.688]",0.397,-5.454,0.000,12,0.250,126827070.600,0.113,-1.000,-0.084,0,0,fn
c,-6.365,"[-8.837, -3.894]",2.472,-5.141,0.000,12,0.250,126827070.600,0.113,-6.000,-0.365,0,0,fn
s,-3.456,"[-4.692, -2.221]",1.235,-5.585,0.000,12,0.250,126827070.600,0.113,-3.000,-0.456,0,0,fn
k0,0.194,"[-0.413, 0.802]",0.607,0.639,0.525,12,0.250,126827070.600,0.113,0.000,0.194,0,0,fp
k1,-0.303,"[-0.958, 0.352]",0.655,-0.923,0.359,12,0.250,126827070.600,0.113,0.000,-0.303,0,0,fp
k2,0.124,"[-0.452, 0.7]",0.576,0.429,0.670,12,0.250,126827070.600,0.113,0.000,0.124,0,0,fp
k3,0.674,"[-0.017, 1.365]",0.691,1.946,0.056,12,0.250,126827070.600,0.113,0.000,0.674,0,1,fp
k4,-0.005,"[-0.629, 0.618]",0.623,-0.017,0.986,12,0.250,126827070.600,0.113,0.000,-0.005,0,0,fp
k5,-0.140,"[-0.7, 0.419]",0.560,-0.501,0.618,12,0.250,126827070.600,0.113,0.000,-0.140,0,0,fp
vot,0.170,,,,,12,0.250,126827070.600,0.113,0.167,0.004,0,0,fn
