stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.224,"[-1.709, -0.739]",0.485,-5.036,0.000
norefined,c,-6.256,"[-8.833, -3.679]",2.577,-4.846,0.000
norefined,s,-3.503,"[-4.888, -2.119]",1.385,-5.050,0.000
norefined,k0,-0.022,"[-0.647, 0.603]",0.625,-0.070,0.945
norefined,k1,-0.771,"[-1.643, 0.101]",0.872,-1.764,0.082
norefined,k2,0.661,"[-0.071, 1.393]",0.732,1.802,0.076
norefined,k3,0.463,"[-0.373, 1.298]",0.836,1.105,0.273
norefined,k4,-0.288,"[-0.961, 0.385]",0.673,-0.854,0.396
norefined,k5,-0.175,"[-0.807, 0.457]",0.632,-0.552,0.583
refined,tt,-0.865,"[-1.143, -0.586]",0.279,-6.192,0.000
refined,c,-5.261,"[-6.955, -3.566]",1.694,-6.197,0.000
refined,s,-2.651,"[-3.476, -1.825]",0.826,-6.409,0.000
refined,k0,0.318,"[-0.161, 0.797]",0.479,1.326,0.189
refined,k1,-0.573,"[-1.197, 0.051]",0.624,-1.834,0.071
refined,k2,0.100,"[-0.39, 0.59]",0.490,0.406,0.686
refined,k3,0.716,"[0.124, 1.308]",0.592,2.414,0.018
refined,k4,-0.560,"[-1.1, -0.02]",0.540,-2.072,0.042
refined,k5,-0.190,"[-0.659, 0.278]",0.469,-0.810,0.421
