stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.253,-7.676,-3.987,0.132,-1.128,0.244,-0.493,-0.406,-0.764,680471835.512,0.293
norefined,2,-1.775,-7.763,-4.073,0.131,-1.158,0.189,-0.449,-0.374,-0.773,363149248.753,0.229
norefined,3,-1.292,-7.850,-4.129,0.133,-1.136,0.154,-0.387,-0.377,-0.763,348426244.654,0.165
norefined,4,-1.727,-7.840,-4.046,0.082,-0.975,0.173,-0.336,-0.487,-0.662,328470695.654,0.220
norefined,5,-1.241,-7.923,-4.100,0.088,-0.965,0.141,-0.285,-0.473,-0.657,323390798.974,0.157
norefined,6,-1.686,-7.904,-4.022,0.051,-0.821,0.171,-0.250,-0.573,-0.553,304368623.688,0.213
norefined,7,-1.199,-7.982,-4.076,0.059,-0.820,0.141,-0.206,-0.547,-0.552,304887035.390,0.150
norefined,8,-1.653,-7.956,-4.005,0.035,-0.692,0.179,-0.185,-0.639,-0.447,286989188.320,0.208
norefined,9,-1.165,-8.031,-4.060,0.046,-0.695,0.151,-0.148,-0.603,-0.449,290722402.900,0.145
norefined,10,-1.625,-7.999,-3.994,0.031,-0.581,0.194,-0.138,-0.689,-0.346,273961610.833,0.203
refined,11,-1.625,-7.999,-3.994,0.031,-0.581,0.194,-0.138,-0.689,-0.346,273961610.833,0.203
refined,12,-0.839,-6.505,-2.916,0.288,0.799,0.077,0.107,-0.355,0.684,189323124.157,0.129
refined,13,-1.075,-7.358,-3.377,0.331,0.256,0.119,0.274,-0.669,0.640,160102150.801,0.146
refined,14,-1.246,-8.354,-3.929,0.460,0.220,-0.064,0.307,-0.755,0.815,157157014.504,0.149
refined,15,-1.330,-8.893,-4.204,0.434,0.207,-0.056,0.284,-0.792,0.855,156748400.625,0.150
refined,16,-1.357,-9.078,-4.291,0.429,0.220,-0.050,0.275,-0.797,0.869,156700563.943,0.150
refined,17,-1.366,-9.140,-4.319,0.423,0.223,-0.043,0.268,-0.799,0.871,156695787.631,0.149
refined,18,-1.368,-9.157,-4.326,0.422,0.225,-0.043,0.267,-0.800,0.872,156695340.606,0.149
refined,19,-1.369,-9.163,-4.329,0.422,0.226,-0.042,0.266,-0.800,0.872,156695299.549,0.149
refined,20,-1.369,-9.164,-4.330,0.422,0.226,-0.042,0.266,-0.800,0.872,156695295.723,0.149
