stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,46.115,2.023,0.000,0,9,2674911279.124,371800160.144,76
refined,89.728,2.023,0.000,0,9,2674911279.124,204926991.654,76
