stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.685,"[-2.952, -0.417]",1.268,-2.217,0.030
norefined,c,-5.962,"[-10.101, -1.823]",4.139,-2.403,0.019
norefined,s,-3.840,"[-6.351, -1.328]",2.511,-2.550,0.013
norefined,k0,-0.749,"[-1.847, 0.35]",1.098,-1.137,0.260
norefined,k1,-1.076,"[-2.481, 0.328]",1.405,-1.278,0.206
norefined,k2,-1.040,"[-2.548, 0.468]",1.508,-1.150,0.254
norefined,k3,-0.084,"[-1.293, 1.125]",1.209,-0.116,0.908
norefined,k4,-1.209,"[-3.005, 0.586]",1.796,-1.123,0.265
norefined,k5,0.882,"[0.028, 1.735]",0.853,1.723,0.089
refined,tt,-0.965,"[-1.405, -0.525]",0.440,-3.658,0.001
refined,c,-5.340,"[-7.738, -2.942]",2.398,-3.714,0.000
refined,s,-2.592,"[-3.744, -1.441]",1.151,-3.756,0.000
refined,k0,0.568,"[-0.207, 1.342]",0.774,1.223,0.226
refined,k1,-0.769,"[-1.652, 0.114]",0.883,-1.452,0.151
refined,k2,-0.434,"[-1.163, 0.295]",0.729,-0.993,0.324
refined,k3,-0.675,"[-1.618, 0.268]",0.943,-1.194,0.237
refined,k4,-0.463,"[-1.373, 0.448]",0.911,-0.847,0.400
refined,k5,0.337,"[-0.155, 0.829]",0.492,1.142,0.258
