stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.535,"[-3.242, 0.171]",1.707,-1.500,0.138
norefined,c,-6.070,"[-11.98, -0.161]",5.909,-1.713,0.091
norefined,s,-3.918,"[-7.63, -0.207]",3.712,-1.761,0.083
norefined,k0,-1.199,"[-2.996, 0.598]",1.797,-1.113,0.270
norefined,k1,-0.810,"[-2.882, 1.261]",2.071,-0.652,0.516
norefined,k2,-0.668,"[-2.749, 1.412]",2.080,-0.536,0.594
norefined,k3,-0.334,"[-2.438, 1.77]",2.104,-0.265,0.792
norefined,k4,-1.455,"[-4.406, 1.495]",2.951,-0.823,0.414
norefined,k5,0.515,"[-0.584, 1.614]",1.099,0.781,0.437
refined,tt,-7.195,"[-22.99, 8.6]",15.795,-0.760,0.450
refined,c,-47.168,"[-146.845, 52.51]",99.678,-0.789,0.433
refined,s,-20.775,"[-67.748, 26.198]",46.973,-0.738,0.463
refined,k0,0.965,"[-6.995, 8.925]",7.960,0.202,0.840
refined,k1,-0.381,"[-12.433, 11.67]",12.052,-0.053,0.958
refined,k2,8.437,"[-13.642, 30.517]",22.079,0.637,0.526
refined,k3,-3.380,"[-11.896, 5.136]",8.516,-0.662,0.510
refined,k4,-10.829,"[-32.585, 10.926]",21.755,-0.830,0.409
refined,k5,-1.158,"[-9.479, 7.162]",8.320,-0.232,0.817
