stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,101.146,2.023,0.000,0,9,3143798477.271,215523421.215,76
refined,286.039,2.023,0.000,0,9,3143798477.271,79744873.638,76
