stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.955,"[-1.842, -0.068]",0.887,-1.795,0.077
norefined,c,-5.611,"[-10.573, -0.65]",4.962,-1.886,0.064
norefined,s,-3.311,"[-6.166, -0.456]",2.855,-1.934,0.057
norefined,k0,0.169,"[-1.381, 1.72]",1.551,0.182,0.856
norefined,k1,0.011,"[-0.748, 0.77]",0.759,0.025,0.980
norefined,k2,0.613,"[-0.69, 1.915]",1.303,0.785,0.435
norefined,k3,-0.182,"[-1.149, 0.784]",0.966,-0.315,0.754
norefined,k4,-0.845,"[-2.371, 0.681]",1.526,-0.924,0.359
norefined,k5,0.486,"[-1.036, 2.007]",1.521,0.532,0.596
refined,tt,-2.020,"[-4.146, 0.106]",2.126,-1.584,0.118
refined,c,-9.987,"[-19.845, -0.129]",9.858,-1.690,0.096
refined,s,-5.702,"[-12.277, 0.872]",6.575,-1.447,0.153
refined,k0,-1.746,"[-4.171, 0.678]",2.425,-1.201,0.234
refined,k1,-0.083,"[-1.465, 1.299]",1.382,-0.100,0.921
refined,k2,-0.091,"[-1.705, 1.522]",1.614,-0.094,0.925
refined,k3,-0.516,"[-1.997, 0.965]",1.481,-0.581,0.563
refined,k4,-0.199,"[-1.799, 1.402]",1.600,-0.207,0.836
refined,k5,0.043,"[-2.785, 2.871]",2.828,0.026,0.980
