stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,32.757,2.347,0.000,19,0,9,535122787.413,17555700.533
refined,75.005,2.347,0.000,19,0,9,535122787.413,7811465.957
