stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.854,"[-1.267, -0.44]",0.413,-3.465,0.001
norefined,c,-6.670,"[-9.698, -3.641]",3.028,-3.694,0.001
norefined,s,-3.168,"[-4.643, -1.692]",1.476,-3.601,0.001
norefined,k0,-0.820,"[-1.758, 0.119]",0.939,-1.464,0.150
norefined,k1,0.585,"[-0.02, 1.191]",0.605,1.622,0.111
norefined,k2,0.077,"[-0.876, 1.029]",0.953,0.135,0.893
norefined,k3,-0.281,"[-1.205, 0.644]",0.924,-0.510,0.613
norefined,k4,-0.140,"[-0.856, 0.576]",0.716,-0.327,0.745
norefined,k5,-0.343,"[-1.144, 0.457]",0.800,-0.720,0.475
refined,tt,-1.064,"[-1.426, -0.702]",0.362,-4.927,0.000
refined,c,-5.942,"[-7.919, -3.965]",1.977,-5.041,0.000
refined,s,-2.817,"[-3.757, -1.877]",0.940,-5.026,0.000
refined,k0,-0.152,"[-0.76, 0.456]",0.608,-0.419,0.677
refined,k1,0.001,"[-0.501, 0.503]",0.502,0.003,0.998
refined,k2,0.410,"[-0.297, 1.117]",0.707,0.972,0.336
refined,k3,0.022,"[-0.619, 0.664]",0.642,0.058,0.954
refined,k4,-0.221,"[-0.751, 0.308]",0.530,-0.701,0.487
refined,k5,-0.531,"[-1.115, 0.053]",0.584,-1.526,0.134
