stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.166,-7.908,-3.838,0.872,-0.587,-0.351,-0.309,-1.326,1.119,1310124354.008,-0.021
norefined,2,-0.322,-7.937,-3.783,0.829,-0.579,-0.317,-0.342,-1.371,1.087,601584183.753,0.041
norefined,3,-0.812,-7.931,-3.731,0.801,-0.606,-0.318,-0.360,-1.431,1.038,252601886.892,0.102
norefined,4,-1.286,-7.865,-3.795,0.789,-0.582,-0.325,-0.366,-1.359,0.934,221552097.101,0.163
norefined,5,-0.947,-7.864,-3.986,0.775,-0.505,-0.335,-0.332,-1.074,0.834,199093556.284,0.120
norefined,6,-1.430,-7.847,-3.922,0.761,-0.482,-0.346,-0.336,-1.021,0.741,199831030.222,0.182
norefined,7,-0.988,-7.889,-4.019,0.735,-0.459,-0.338,-0.318,-0.823,0.685,182262337.267,0.125
norefined,8,-1.471,-7.879,-3.918,0.720,-0.451,-0.340,-0.320,-0.814,0.606,188716363.788,0.187
norefined,9,-1.016,-7.909,-4.031,0.691,-0.441,-0.320,-0.304,-0.655,0.557,172847801.116,0.128
norefined,10,-1.495,-7.906,-3.908,0.675,-0.441,-0.315,-0.303,-0.670,0.487,181805343.579,0.189
refined,11,-1.016,-7.909,-4.031,0.691,-0.441,-0.320,-0.304,-0.655,0.557,172847801.116,0.128
refined,12,-0.917,-4.918,-2.258,-0.108,-0.460,0.931,0.057,0.423,-0.993,138852120.310,0.186
refined,13,-0.900,-5.419,-2.536,0.036,-0.409,0.685,0.055,0.127,-0.757,109531816.239,0.166
refined,14,-0.922,-5.631,-2.656,0.097,-0.412,0.616,0.020,0.077,-0.672,108509653.170,0.164
refined,15,-0.932,-5.698,-2.689,0.109,-0.414,0.618,0.015,0.077,-0.666,108481921.680,0.164
refined,16,-0.934,-5.714,-2.697,0.112,-0.415,0.620,0.014,0.078,-0.666,108480439.709,0.164
refined,17,-0.935,-5.719,-2.699,0.113,-0.415,0.621,0.014,0.078,-0.667,108480346.441,0.164
refined,18,-0.935,-5.720,-2.700,0.113,-0.415,0.621,0.014,0.078,-0.667,108480340.517,0.164
refined,19,-0.935,-5.720,-2.700,0.113,-0.415,0.621,0.014,0.078,-0.667,108480340.141,0.164
refined,20,-0.935,-5.720,-2.700,0.113,-0.415,0.621,0.014,0.078,-0.667,108480340.117,0.164
