stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.634,"[-2.372, -0.895]",0.739,-4.414,0.000
norefined,c,-7.989,"[-11.339, -4.639]",3.350,-4.760,0.000
norefined,s,-3.831,"[-5.517, -2.145]",1.686,-4.537,0.000
norefined,k0,0.253,"[-0.371, 0.877]",0.624,0.809,0.422
norefined,k1,-0.058,"[-0.908, 0.792]",0.850,-0.136,0.893
norefined,k2,-0.611,"[-1.585, 0.364]",0.975,-1.251,0.215
norefined,k3,-0.044,"[-0.948, 0.861]",0.905,-0.096,0.924
norefined,k4,-0.194,"[-0.71, 0.323]",0.517,-0.748,0.457
norefined,k5,0.457,"[-0.805, 1.719]",1.262,0.722,0.473
refined,tt,-1.349,"[-1.806, -0.892]",0.457,-5.887,0.000
refined,c,-7.835,"[-10.484, -5.186]",2.649,-5.904,0.000
refined,s,-3.661,"[-4.881, -2.441]",1.220,-5.992,0.000
refined,k0,-0.321,"[-0.818, 0.176]",0.497,-1.288,0.202
refined,k1,-0.084,"[-0.731, 0.562]",0.646,-0.260,0.796
refined,k2,0.178,"[-0.619, 0.975]",0.797,0.445,0.658
refined,k3,0.615,"[0.065, 1.164]",0.550,2.232,0.029
refined,k4,0.150,"[-0.305, 0.605]",0.455,0.656,0.514
refined,k5,-0.671,"[-1.574, 0.231]",0.902,-1.484,0.142
