stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,118.074,2.023,0.000,76,0,9,2914336988.619,172847801.116
refined,192.551,2.023,0.000,76,0,9,2914336988.619,108480340.117
