stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.059,-7.897,-4.689,-0.553,1.472,1.548,-1.379,1.476,1.585,982010371.546,1584,0,0,0.134
norefined,2,-1.493,-7.935,-4.625,-0.634,1.375,1.449,-1.366,1.366,1.452,606032463.505,1584,0,0,0.188
norefined,3,-1.633,-8.045,-4.648,-0.710,1.182,1.197,-1.231,1.152,1.234,520844652.388,1584,0,0,0.203
norefined,4,-1.202,-8.124,-4.749,-0.701,1.118,1.067,-1.103,1.073,1.169,525861091.121,1584,0,0,0.148
norefined,5,-1.651,-8.149,-4.663,-0.755,1.064,0.951,-1.055,0.961,1.091,451155380.419,1584,0,0,0.203
norefined,6,-1.198,-8.219,-4.755,-0.747,1.015,0.844,-0.952,0.899,1.039,430565027.154,1584,0,0,0.146
norefined,7,-1.663,-8.230,-4.668,-0.786,0.988,0.746,-0.888,0.809,0.998,400434820.426,1584,0,0,0.202
norefined,8,-1.199,-8.295,-4.759,-0.776,0.945,0.658,-0.801,0.760,0.950,371433269.456,1584,0,0,0.145
norefined,9,-1.673,-8.294,-4.675,-0.803,0.933,0.577,-0.731,0.689,0.932,365642402.119,1584,0,0,0.202
norefined,10,-1.201,-8.353,-4.768,-0.788,0.896,0.508,-0.656,0.655,0.888,335472303.815,1584,0,0,0.144
refined,11,-1.201,-8.353,-4.768,-0.788,0.896,0.508,-0.656,0.655,0.888,335472303.815,1584,0,0,0.144
refined,12,-0.653,-3.438,-1.708,-0.208,-0.165,0.075,0.865,0.043,0.141,239664684.704,1584,0,0,0.190
refined,13,-0.571,-3.118,-1.757,0.100,0.371,-0.147,0.316,0.327,-0.149,186352518.739,1584,0,0,0.183
refined,14,-0.578,-3.203,-1.744,0.063,0.313,-0.125,0.384,0.359,-0.143,185770348.950,1584,0,0,0.180
refined,15,-0.580,-3.208,-1.752,0.064,0.316,-0.130,0.382,0.358,-0.144,185765804.689,1584,0,0,0.181
refined,16,-0.581,-3.215,-1.756,0.065,0.317,-0.131,0.382,0.358,-0.144,185765021.886,1584,0,0,0.181
refined,17,-0.581,-3.217,-1.758,0.065,0.317,-0.131,0.382,0.358,-0.144,185764827.233,1584,0,0,0.181
refined,18,-0.582,-3.219,-1.759,0.065,0.317,-0.131,0.382,0.358,-0.144,185764778.392,1584,0,0,0.181
refined,19,-0.582,-3.220,-1.760,0.065,0.317,-0.132,0.382,0.358,-0.144,185764766.166,1584,0,0,0.181
refined,20,-0.582,-3.220,-1.760,0.065,0.317,-0.132,0.382,0.358,-0.144,185764763.109,1584,0,0,0.181
