stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.201,"[-2.379, -0.024]",1.177,-2.036,0.046
norefined,c,-8.353,"[-16.514, -0.191]",8.162,-2.043,0.045
norefined,s,-4.768,"[-9.422, -0.114]",4.654,-2.045,0.045
norefined,k0,-0.788,"[-2.135, 0.559]",1.347,-1.167,0.247
norefined,k1,0.896,"[-0.701, 2.493]",1.597,1.120,0.267
norefined,k2,0.508,"[-1.36, 2.375]",1.867,0.543,0.589
norefined,k3,-0.656,"[-2.036, 0.724]",1.380,-0.949,0.346
norefined,k4,0.655,"[-0.808, 2.118]",1.463,0.894,0.375
norefined,k5,0.888,"[-0.902, 2.678]",1.790,0.990,0.326
refined,tt,-0.582,"[-0.777, -0.387]",0.195,-5.958,0.000
refined,c,-3.220,"[-4.332, -2.108]",1.112,-5.778,0.000
refined,s,-1.760,"[-2.394, -1.126]",0.634,-5.542,0.000
refined,k0,0.065,"[-0.388, 0.518]",0.453,0.287,0.775
refined,k1,0.317,"[-0.153, 0.787]",0.470,1.346,0.183
refined,k2,-0.132,"[-0.65, 0.387]",0.518,-0.507,0.614
refined,k3,0.382,"[-0.006, 0.769]",0.388,1.966,0.053
refined,k4,0.358,"[-0.132, 0.847]",0.489,1.459,0.149
refined,k5,-0.144,"[-0.494, 0.207]",0.351,-0.820,0.415
